,wikidata_code_b,living_people,birth_b,death_b,gender_b,final_occupation,freq_final_second_occup,final_second_occup,bigperiod_birth_b,noccur_languages_b,ranking_final_b_5,keywords_b,list_areas_of_rattach,area1_of_ratt,area2_of_ratt,name_b,cleaned_sites,cleaned_sites_long_name,un_subregion_new,UNregion_new,death_graph_b,birth_graph_b,wikidata_code_B,education
0,Q22686,1,1946,,Male,Politics,0.29090908,Missing,5.Contemporary period 1901-2019AD,198,2.0,P:_president_politics_business_D:__magnate_investor_restaurateur_writer_entrepreneur_politician_business_developer_game_entrepreneur_producer_film_writer_actor_actor_chief_executive_chief_executive_,D:_'US'_matchB1_P:_'US',US,Missing,Donald_Trump,enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|simplewiki|bgwiki|abwiki|acewiki|afwiki|akwiki|alswiki|amwiki|anwiki|angwiki|arzwiki|aswiki|astwiki|avwiki|azwiki|azbwiki|bawiki|barwiki|bat_smgwiki|bclwiki|bewiki|be_x_oldwiki|bhwiki|biwiki|bjnwiki|bnwiki|bowiki|brwiki|bswiki|bxrwiki|cdowiki|cewiki|cebwiki|ckbwiki|crhwiki|cvwiki|cywiki|dinwiki|diqwiki|dsbwiki|dtywiki|elwiki|emlwiki|eowiki|etwiki|euwiki|extwiki|ffwiki|fowiki|frpwiki|frrwiki|furwiki|fywiki|gawiki|gdwiki|glwiki|gnwiki|gomwiki|gotwiki|guwiki|hawiki|hakwiki|hiwiki|hrwiki|hsbwiki|htwiki|hywiki|iawiki|iewiki|igwiki|ilowiki|iowiki|iswiki|jbowiki|kawiki|kbpwiki|kkwiki|klwiki|kmwiki|knwiki|kshwiki|kuwiki|kwwiki|kywiki|lawiki|ladwiki|lbwiki|lfnwiki|lgwiki|liwiki|lmowiki|lowiki|ltwiki|lvwiki|maiwiki|mgwiki|mkwiki|mlwiki|mnwiki|mrwiki|mswiki|mtwiki|mwlwiki|mywiki|myvwiki|mznwiki|nawiki|napwiki|ndswiki|nds_nlwiki|newiki|nnwiki|nsowiki|nvwiki|ocwiki|orwiki|pawiki|papwiki|pdcwiki|pflwiki|pihwiki|pmswiki|pnbwiki|pswiki|quwiki|rmwiki|rmywiki|roa_tarawiki|ruewiki|sawiki|sahwiki|scwiki|scnwiki|scowiki|sdwiki|sewiki|shwiki|siwiki|skwiki|slwiki|smwiki|sowiki|sqwiki|swwiki|szlwiki|tawiki|tewiki|tetwiki|tgwiki|thwiki|tkwiki|tlwiki|ttwiki|ugwiki|urwiki|uzwiki|vecwiki|vlswiki|vowiki|wawiki|warwiki|wuuwiki|xhwiki|xmfwiki|yiwiki|yowiki|zeawiki|zh_min_nanwiki|zh_yuewiki|zuwiki,English|German|French|Spanish|Russian|Italian|Japanese|Dutch|Polish|Portuguese|Chinese|Swedish|Persian|Hebrew|Turkish|Hungarian|Finnish|Arabic|Vietnamese|Norwegian (Bokmål)|Ukrainian|Korean|Catalan|Czech|Serbian|Romanian|Indonesian|Danish|Simple English|Bulgarian|Abkhazian|Acehnese|Afrikaans|Akan|Alemannic|Amharic|Aragonese|Anglo-Saxon|Egyptian Arabic|Assamese|Asturian|Avar|Azerbaijani|South Azerbaijani|Bashkir|Bavarian|Samogitian|Central Bicolano|Belarusian|Belarusian (Taraškievica)|Bihari|Bislama|Banjar|Bengali|Tibetan|Breton|Bosnian|Buryat|Min Dong|Chechen|Cebuano|Sorani|Crimean Tatar|Chuvash|Welsh|Dinka|Zazaki|Lower Sorbian|Doteli|Greek|Emilian-Romagnol|Esperanto|Estonian|Basque|Extremaduran|Fula|Faroese|Franco-Provençal|North Frisian|Friulian|West Frisian|Irish|Scottish Gaelic|Galician|Guarani|Goan Konkani|Gothic|Gujarati|Hausa|Hakka|Hindi|Croatian|Upper Sorbian|Haitian|Armenian|Interlingua|Interlingue|Igbo|Ilokano|Ido|Icelandic|Lojban|Georgian|Kabiye|Kazakh|Greenlandic|Khmer|Kannada|Ripuarian|Kurdish|Cornish|Kirghiz|Latin|Ladino|Luxembourgish|Lingua Franca Nova|Luganda|Limburgish|Lombard|Lao|Lithuanian|Latvian|Maithili|Malagasy|Macedonian|Malayalam|Mongolian|Marathi|Malay|Maltese|Mirandese|Burmese|Erzya|Mazandarani|Nauruan|Neapolitan|Low Saxon|Dutch Low Saxon|Nepali|Norwegian (Nynorsk)|Northern Sotho|Navajo|Occitan|Oriya|Punjabi|Papiamentu|Pennsylvania German|Palatinate German|Norfolk|Piedmontese|Western Punjabi|Pashto|Quechua|Romansh|Romani|Tarantino|Rusyn|Sanskrit|Sakha|Sardinian|Sicilian|Scots|Sindhi|Northern Sami|Serbo-Croatian|Sinhalese|Slovak|Slovenian|Samoan|Somali|Albanian|Swahili|Silesian|Tamil|Telugu|Tetum|Tajik|Thai|Turkmen|Tagalog|Tatar|Uyghur|Urdu|Uzbek|Venetian|West Flemish|Volapük|Walloon|Waray-Waray|Wu|Xhosa|Mingrelian|Yiddish|Yoruba|Zeelandic|Min Nan|Cantonese|Zulu,Northern America,America,2028.7305,1946,Q22686,"['Fordham University', 'The Wharton School', 'The Kew-Forest School', 'New York Military Academy', 'University of Pennsylvania']"
1,Q207,1,1946,,Male,Politics,0.13333334,Missing,5.Contemporary period 1901-2019AD,187,21.0,P:_politician_business_president_D:_politician_biographer_painter_player_officer_statesperson__,D:_'US'_matchB1_P:_'US',US,Missing,George_W._Bush,dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|trwiki|huwiki|fiwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|simplewiki|bgwiki|afwiki|alswiki|amwiki|anwiki|angwiki|arzwiki|astwiki|azwiki|barwiki|bat_smgwiki|bclwiki|bewiki|be_x_oldwiki|bnwiki|bpywiki|brwiki|bswiki|cbk_zamwiki|cebwiki|chrwiki|ckbwiki|cuwiki|cywiki|dvwiki|elwiki|eowiki|etwiki|euwiki|fiu_vrowiki|fowiki|frpwiki|fywiki|gawiki|gdwiki|glwiki|gvwiki|hakwiki|hiwiki|hrwiki|hsbwiki|iawiki|ilowiki|iowiki|iswiki|jbowiki|jvwiki|knwiki|kshwiki|kuwiki|kywiki|lawiki|lbwiki|lezwiki|liwiki|lnwiki|ltwiki|lvwiki|mgwiki|mkwiki|mlwiki|mnwiki|mswiki|mywiki|nahwiki|napwiki|ndswiki|nds_nlwiki|newwiki|nnwiki|nrmwiki|ocwiki|oswiki|pawiki|pagwiki|pamwiki|pdcwiki|pmswiki|pnbwiki|pswiki|quwiki|rmwiki|rwwiki|sawiki|sahwiki|scnwiki|scowiki|sewiki|shwiki|skwiki|slwiki|sowiki|suwiki|swwiki|tawiki|tgwiki|thwiki|tkwiki|tlwiki|tpiwiki|ttwiki|tywiki|ugwiki|urwiki|uzwiki|vowiki|warwiki|yiwiki|yowiki|zh_min_nanwiki|zh_yuewiki|zuwiki|cdowiki|hywiki|lijwiki|kwwiki|maiwiki|kkwiki|mznwiki|dsbwiki|bawiki|siwiki|lrcwiki|fawiki|zeawiki|lmowiki|mrwiki|gotwiki|nywiki|biwiki|xmfwiki|cvwiki|gomwiki|enwiki|acewiki|emlwiki|nawiki|akwiki|xhwiki|snwiki|cowiki|gnwiki|dtywiki|newiki|ptwiki|furwiki|azbwiki|wawiki|diqwiki|hawiki|wuuwiki|rmywiki|ganwiki|lfnwiki|tewiki|zhwiki|orwiki|aywiki|kmwiki|szlwiki|kawiki|hewiki|sqwiki|svwiki,German|French|Spanish|Russian|Italian|Japanese|Dutch|Polish|Turkish|Hungarian|Finnish|Arabic|Vietnamese|Norwegian (Bokmål)|Ukrainian|Korean|Catalan|Czech|Serbian|Romanian|Indonesian|Danish|Simple English|Bulgarian|Afrikaans|Alemannic|Amharic|Aragonese|Anglo-Saxon|Egyptian Arabic|Asturian|Azerbaijani|Bavarian|Samogitian|Central Bicolano|Belarusian|Belarusian (Taraškievica)|Bengali|Bishnupriya Manipuri|Breton|Bosnian|Zamboanga Chavacano|Cebuano|Cherokee|Sorani|Old Church Slavonic|Welsh|Divehi|Greek|Esperanto|Estonian|Basque|Võro|Faroese|Franco-Provençal|West Frisian|Irish|Scottish Gaelic|Galician|Manx|Hakka|Hindi|Croatian|Upper Sorbian|Interlingua|Ilokano|Ido|Icelandic|Lojban|Javanese|Kannada|Ripuarian|Kurdish|Kirghiz|Latin|Luxembourgish|Lezgian|Limburgish|Lingala|Lithuanian|Latvian|Malagasy|Macedonian|Malayalam|Mongolian|Malay|Burmese|Nahuatl|Neapolitan|Low Saxon|Dutch Low Saxon|Newar|Norwegian (Nynorsk)|Norman|Occitan|Ossetian|Punjabi|Pangasinan|Kapampangan|Pennsylvania German|Piedmontese|Western Punjabi|Pashto|Quechua|Romansh|Kinyarwanda|Sanskrit|Sakha|Sicilian|Scots|Northern Sami|Serbo-Croatian|Slovak|Slovenian|Somali|Sundanese|Swahili|Tamil|Tajik|Thai|Turkmen|Tagalog|Tok Pisin|Tatar|Tahitian|Uyghur|Urdu|Uzbek|Volapük|Waray-Waray|Yiddish|Yoruba|Min Nan|Cantonese|Zulu|Min Dong|Armenian|Ligurian|Cornish|Maithili|Kazakh|Mazandarani|Lower Sorbian|Bashkir|Sinhalese|Northern Luri|Persian|Zeelandic|Lombard|Marathi|Gothic|Chichewa|Bislama|Mingrelian|Chuvash|Goan Konkani|English|Acehnese|Emilian-Romagnol|Nauruan|Akan|Xhosa|Shona|Corsican|Guarani|Doteli|Nepali|Portuguese|Friulian|South Azerbaijani|Walloon|Zazaki|Hausa|Wu|Romani|Gan|Lingua Franca Nova|Telugu|Chinese|Oriya|Aymara|Khmer|Silesian|Georgian|Hebrew|Albanian|Swedish,Northern America,America,2028.7305,1946,Q207,"['Yale College', 'The Kinkaid School', 'Phillips Academy', 'Harvard Business School']"
2,Q1744,1,1958,,Female,Culture-core,0.063492067,Missing,5.Contemporary period 1901-2019AD,118,30.0,P:_singer_songwriter_actress_D:_singer_actor_film_composer_film_writer_actor_dancer_entrepreneur_singer_producer_performer_business_screenwriter_songwriter_poet_poet_writer_producer_philanthropist_guitar_,D:_'US'_'United_Kingdom'_can't_verifyB2_P:_'US',US,United_Kingdom,Madonna_(entertainer),enwiki|frwiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|simplewiki|bgwiki|afwiki|anwiki|arzwiki|astwiki|azwiki|azbwiki|bewiki|be_x_oldwiki|bnwiki|brwiki|bswiki|cbk_zamwiki|cdowiki|ckbwiki|csbwiki|cywiki|diqwiki|dsbwiki|dtywiki|elwiki|emlwiki|eowiki|etwiki|euwiki|fowiki|fywiki|gawiki|ganwiki|glwiki|gomwiki|hiwiki|hrwiki|hsbwiki|hywiki|iowiki|iswiki|jvwiki|kawiki|kabwiki|kkwiki|koiwiki|kvwiki|lawiki|lbwiki|ltwiki|lvwiki|mgwiki|mhrwiki|mkwiki|mlwiki|mnwiki|mrwiki|mrjwiki|mswiki|nahwiki|nds_nlwiki|newiki|nnwiki|ocwiki|pawiki|sahwiki|scnwiki|scowiki|shwiki|siwiki|skwiki|slwiki|sqwiki|stqwiki|szlwiki|tawiki|thwiki|tlwiki|urwiki|uzwiki|vecwiki|vlswiki|warwiki|xmfwiki|yiwiki|yowiki|zh_min_nanwiki|zh_yuewiki|iewiki|scwiki|swwiki|cowiki|dewiki|sdwiki,English|French|Spanish|Russian|Italian|Japanese|Dutch|Polish|Portuguese|Chinese|Swedish|Persian|Hebrew|Turkish|Hungarian|Finnish|Arabic|Vietnamese|Norwegian (Bokmål)|Ukrainian|Korean|Catalan|Czech|Serbian|Romanian|Indonesian|Danish|Simple English|Bulgarian|Afrikaans|Aragonese|Egyptian Arabic|Asturian|Azerbaijani|South Azerbaijani|Belarusian|Belarusian (Taraškievica)|Bengali|Breton|Bosnian|Zamboanga Chavacano|Min Dong|Sorani|Kashubian|Welsh|Zazaki|Lower Sorbian|Doteli|Greek|Emilian-Romagnol|Esperanto|Estonian|Basque|Faroese|West Frisian|Irish|Gan|Galician|Goan Konkani|Hindi|Croatian|Upper Sorbian|Armenian|Ido|Icelandic|Javanese|Georgian|Kabyle|Kazakh|Komi-Permyak|Komi|Latin|Luxembourgish|Lithuanian|Latvian|Malagasy|Meadow Mari|Macedonian|Malayalam|Mongolian|Marathi|Hill Mari|Malay|Nahuatl|Dutch Low Saxon|Nepali|Norwegian (Nynorsk)|Occitan|Punjabi|Sakha|Sicilian|Scots|Serbo-Croatian|Sinhalese|Slovak|Slovenian|Albanian|Saterland Frisian|Silesian|Tamil|Thai|Tagalog|Urdu|Uzbek|Venetian|West Flemish|Waray-Waray|Mingrelian|Yiddish|Yoruba|Min Nan|Cantonese|Interlingue|Sardinian|Swahili|Corsican|German|Sindhi,Northern America,America,2040.3015,1958,Q1744,"['University of Michigan School of Music, Theatre & Dance', 'Rochester Adams High School', 'University of Michigan']"
3,Q392,1,1941,,Male,Culture-core,0.043478262000000004,Missing,5.Contemporary period 1901-2019AD,120,40.0,P:_singer_songwriter_author_D:_singer_actor_poet_guitar_biographer_painter_producer_film_lyricist_composer_screenwriter_jockey_actor__,D:_'US'_matchB1_P:_'US',US,Missing,Bob_Dylan,enwiki|dewiki|frwiki|eswiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|simplewiki|bgwiki|afwiki|alswiki|amwiki|anwiki|arzwiki|aswiki|astwiki|azwiki|azbwiki|barwiki|bewiki|be_x_oldwiki|biwiki|bnwiki|brwiki|bswiki|ckbwiki|cvwiki|cywiki|elwiki|eowiki|etwiki|euwiki|fowiki|fywiki|gawiki|gdwiki|glwiki|hawiki|hiwiki|hrwiki|hsbwiki|hywiki|iawiki|ilowiki|iowiki|iswiki|jvwiki|kawiki|kkwiki|knwiki|kywiki|lawiki|lbwiki|liwiki|lmowiki|ltwiki|lvwiki|mgwiki|mkwiki|mlwiki|mnwiki|mrwiki|mrjwiki|mswiki|ndswiki|newwiki|nnwiki|ocwiki|oswiki|pawiki|pnbwiki|quwiki|scnwiki|scowiki|sewiki|shwiki|siwiki|skwiki|slwiki|sqwiki|swwiki|tawiki|tewiki|thwiki|tlwiki|urwiki|uzwiki|vepwiki|vlswiki|warwiki|xmfwiki|yowiki|zh_min_nanwiki|zh_yuewiki|emlwiki|ruwiki|lfnwiki|pdcwiki|kbpwiki|htwiki,English|German|French|Spanish|Italian|Japanese|Dutch|Polish|Portuguese|Chinese|Swedish|Persian|Hebrew|Turkish|Hungarian|Finnish|Arabic|Vietnamese|Norwegian (Bokmål)|Ukrainian|Korean|Catalan|Czech|Serbian|Romanian|Indonesian|Danish|Simple English|Bulgarian|Afrikaans|Alemannic|Amharic|Aragonese|Egyptian Arabic|Assamese|Asturian|Azerbaijani|South Azerbaijani|Bavarian|Belarusian|Belarusian (Taraškievica)|Bislama|Bengali|Breton|Bosnian|Sorani|Chuvash|Welsh|Greek|Esperanto|Estonian|Basque|Faroese|West Frisian|Irish|Scottish Gaelic|Galician|Hausa|Hindi|Croatian|Upper Sorbian|Armenian|Interlingua|Ilokano|Ido|Icelandic|Javanese|Georgian|Kazakh|Kannada|Kirghiz|Latin|Luxembourgish|Limburgish|Lombard|Lithuanian|Latvian|Malagasy|Macedonian|Malayalam|Mongolian|Marathi|Hill Mari|Malay|Low Saxon|Newar|Norwegian (Nynorsk)|Occitan|Ossetian|Punjabi|Western Punjabi|Quechua|Sicilian|Scots|Northern Sami|Serbo-Croatian|Sinhalese|Slovak|Slovenian|Albanian|Swahili|Tamil|Telugu|Thai|Tagalog|Urdu|Uzbek|Vepsian|West Flemish|Waray-Waray|Mingrelian|Yoruba|Min Nan|Cantonese|Emilian-Romagnol|Russian|Lingua Franca Nova|Pennsylvania German|Kabiye|Haitian,Northern America,America,2022.3352,1941,Q392,['University of Minnesota']
4,Q1124,1,1946,,Male,Politics,0.22222222,Missing,5.Contemporary period 1901-2019AD,146,50.0,P:_politician_president_governor_D:_politician_lawyer_diplomat_biographer_writer_teacher_statesperson__,D:_'US'_matchB1_P:_'US',US,Missing,Bill_Clinton,enwiki|dewiki|frwiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|simplewiki|bgwiki|acewiki|afwiki|amwiki|anwiki|arzwiki|astwiki|azwiki|barwiki|bat_smgwiki|bclwiki|bewiki|be_x_oldwiki|bnwiki|brwiki|bswiki|cebwiki|cowiki|cywiki|dvwiki|elwiki|eowiki|etwiki|euwiki|fowiki|frpwiki|fywiki|gawiki|gdwiki|glwiki|gvwiki|hakwiki|hiwiki|hrwiki|hywiki|iawiki|ilowiki|iowiki|iswiki|jbowiki|jvwiki|kawiki|kkwiki|knwiki|kshwiki|kuwiki|kwwiki|lawiki|lbwiki|ltwiki|lvwiki|maiwiki|mgwiki|mkwiki|mlwiki|mnwiki|mrwiki|mswiki|mywiki|mznwiki|nahwiki|newiki|nnwiki|nvwiki|ocwiki|pawiki|pamwiki|pdcwiki|pmswiki|pnbwiki|quwiki|rmwiki|rwwiki|scnwiki|scowiki|sewiki|shwiki|siwiki|skwiki|slwiki|sowiki|swwiki|tawiki|tewiki|thwiki|tlwiki|tpiwiki|ttwiki|ugwiki|urwiki|uzwiki|warwiki|wuuwiki|yiwiki|yowiki|zh_min_nanwiki|zh_yuewiki|zuwiki|alswiki|liwiki|azbwiki|lmowiki|fiwiki|hsbwiki|tgwiki|aywiki|biwiki|xmfwiki|cvwiki|emlwiki|dtywiki|ckbwiki|eswiki|cdowiki|htwiki|lnwiki|lfnwiki|kywiki|sqwiki,English|German|French|Russian|Italian|Japanese|Dutch|Polish|Portuguese|Chinese|Swedish|Persian|Hebrew|Turkish|Hungarian|Arabic|Vietnamese|Norwegian (Bokmål)|Ukrainian|Korean|Catalan|Czech|Serbian|Romanian|Indonesian|Danish|Simple English|Bulgarian|Acehnese|Afrikaans|Amharic|Aragonese|Egyptian Arabic|Asturian|Azerbaijani|Bavarian|Samogitian|Central Bicolano|Belarusian|Belarusian (Taraškievica)|Bengali|Breton|Bosnian|Cebuano|Corsican|Welsh|Divehi|Greek|Esperanto|Estonian|Basque|Faroese|Franco-Provençal|West Frisian|Irish|Scottish Gaelic|Galician|Manx|Hakka|Hindi|Croatian|Armenian|Interlingua|Ilokano|Ido|Icelandic|Lojban|Javanese|Georgian|Kazakh|Kannada|Ripuarian|Kurdish|Cornish|Latin|Luxembourgish|Lithuanian|Latvian|Maithili|Malagasy|Macedonian|Malayalam|Mongolian|Marathi|Malay|Burmese|Mazandarani|Nahuatl|Nepali|Norwegian (Nynorsk)|Navajo|Occitan|Punjabi|Kapampangan|Pennsylvania German|Piedmontese|Western Punjabi|Quechua|Romansh|Kinyarwanda|Sicilian|Scots|Northern Sami|Serbo-Croatian|Sinhalese|Slovak|Slovenian|Somali|Swahili|Tamil|Telugu|Thai|Tagalog|Tok Pisin|Tatar|Uyghur|Urdu|Uzbek|Waray-Waray|Wu|Yiddish|Yoruba|Min Nan|Cantonese|Zulu|Alemannic|Limburgish|South Azerbaijani|Lombard|Finnish|Upper Sorbian|Tajik|Aymara|Bislama|Mingrelian|Chuvash|Emilian-Romagnol|Doteli|Sorani|Spanish|Min Dong|Haitian|Lingala|Lingua Franca Nova|Kirghiz|Albanian,Northern America,America,2028.7305,1946,Q1124,"['Hot Springs High School', 'Edmund A. Walsh School of Foreign Service', 'University College', 'Yale Law School', 'Georgetown University']"
5,Q36107,0,1942,2016.0,Male,Sports/Games,0.18518518,Missing,5.Contemporary period 1901-2019AD,127,68.5,P:__boxer_activist_philanthropist_D:__boxer_biographer_activist_author__,D:_'US'_matchB1_P:_'US',US,Missing,Muhammad_Ali,enwiki|dewiki|frwiki|eswiki|ruwiki|itwiki|jawiki|nlwiki|plwiki|ptwiki|zhwiki|svwiki|fawiki|hewiki|trwiki|huwiki|fiwiki|arwiki|viwiki|nowiki|ukwiki|kowiki|cawiki|cswiki|srwiki|rowiki|idwiki|dawiki|simplewiki|bgwiki|acewiki|afwiki|alswiki|anwiki|arzwiki|astwiki|azwiki|azbwiki|bclwiki|bewiki|be_x_oldwiki|bnwiki|brwiki|bswiki|bxrwiki|cewiki|ckbwiki|cywiki|diqwiki|elwiki|eowiki|etwiki|euwiki|fowiki|frpwiki|fywiki|gawiki|gdwiki|glwiki|gomwiki|hiwiki|hrwiki|hywiki|iawiki|iowiki|iswiki|jvwiki|kawiki|kkwiki|knwiki|kuwiki|lawiki|lbwiki|lmowiki|lnwiki|lrcwiki|ltwiki|lvwiki|maiwiki|map_bmswiki|mgwiki|mkwiki|mlwiki|mnwiki|mrwiki|mtwiki|mywiki|nahwiki|napwiki|newiki|pawiki|pcdwiki|pmswiki|pnbwiki|pswiki|quwiki|scwiki|scnwiki|scowiki|sdwiki|shwiki|siwiki|skwiki|slwiki|sowiki|sqwiki|swwiki|tawiki|tewiki|tgwiki|thwiki|tlwiki|ttwiki|uzwiki|vlswiki|wawiki|warwiki|xmfwiki|yowiki|zh_min_nanwiki|zh_yuewiki|amwiki|urwiki|kywiki|inhwiki|bawiki|mswiki,English|German|French|Spanish|Russian|Italian|Japanese|Dutch|Polish|Portuguese|Chinese|Swedish|Persian|Hebrew|Turkish|Hungarian|Finnish|Arabic|Vietnamese|Norwegian (Bokmål)|Ukrainian|Korean|Catalan|Czech|Serbian|Romanian|Indonesian|Danish|Simple English|Bulgarian|Acehnese|Afrikaans|Alemannic|Aragonese|Egyptian Arabic|Asturian|Azerbaijani|South Azerbaijani|Central Bicolano|Belarusian|Belarusian (Taraškievica)|Bengali|Breton|Bosnian|Buryat|Chechen|Sorani|Welsh|Zazaki|Greek|Esperanto|Estonian|Basque|Faroese|Franco-Provençal|West Frisian|Irish|Scottish Gaelic|Galician|Goan Konkani|Hindi|Croatian|Armenian|Interlingua|Ido|Icelandic|Javanese|Georgian|Kazakh|Kannada|Kurdish|Latin|Luxembourgish|Lombard|Lingala|Northern Luri|Lithuanian|Latvian|Maithili|Banyumasan|Malagasy|Macedonian|Malayalam|Mongolian|Marathi|Maltese|Burmese|Nahuatl|Neapolitan|Nepali|Punjabi|Picard|Piedmontese|Western Punjabi|Pashto|Quechua|Sardinian|Sicilian|Scots|Sindhi|Serbo-Croatian|Sinhalese|Slovak|Slovenian|Somali|Albanian|Swahili|Tamil|Telugu|Tajik|Thai|Tagalog|Tatar|Uzbek|West Flemish|Walloon|Waray-Waray|Mingrelian|Yoruba|Min Nan|Cantonese|Amharic|Urdu|Kirghiz|Ingush|Bashkir|Malay,Northern America,America,2016.0,1942,Q36107,['Santa Monica College']
6,Q6294,1,1947,,Female,Politics,0.2647059,Missing,5.Contemporary period 1901-2019AD,130,79.0,P:_politician_diplomat_lawyer_D:_politician_lawyer_diplomat_writer_biographer_academic__,D:_'US'_matchB1_P:_'US',US,Missing,Hillary_Clinton,afwiki|alswiki|amwiki|arwiki|arzwiki|azwiki|bat_smgwiki|bclwiki|bewiki|bgwiki|bnwiki|brwiki|bswiki|ckbwiki|cswiki|dawiki|elwiki|eswiki|etwiki|euwiki|fawiki|fiwiki|fowiki|frwiki|gawiki|glwiki|guwiki|hiwiki|hrwiki|huwiki|hywiki|idwiki|iowiki|iswiki|itwiki|jawiki|jvwiki|kawiki|kkwiki|kmwiki|kowiki|kshwiki|kuwiki|lawiki|lbwiki|ltwiki|lvwiki|mkwiki|mlwiki|mnwiki|mrwiki|mswiki|nlwiki|nnwiki|nowiki|ocwiki|plwiki|pnbwiki|pswiki|quwiki|ruwiki|scnwiki|shwiki|siwiki|slwiki|sowiki|sqwiki|svwiki|swwiki|tawiki|tewiki|thwiki|tlwiki|trwiki|ttwiki|ugwiki|ukwiki|urwiki|viwiki|warwiki|wuuwiki|yowiki|zh_min_nanwiki|zh_yuewiki|be_x_oldwiki|uzwiki|pawiki|newiki|iewiki|enwiki|barwiki|hewiki|maiwiki|rowiki|eowiki|kabwiki|ptwiki|simplewiki|azbwiki|scowiki|srwiki|ilowiki|dewiki|ndswiki|hakwiki|aswiki|astwiki|lmowiki|cawiki|mywiki|kwwiki|mtwiki|sewiki|knwiki|cywiki|szlwiki|xmfwiki|zhwiki|skwiki|yiwiki|biwiki|emlwiki|hsbwiki|bhwiki|tgwiki|orwiki|nds_nlwiki|dtywiki|anwiki|fywiki,Afrikaans|Alemannic|Amharic|Arabic|Egyptian Arabic|Azerbaijani|Samogitian|Central Bicolano|Belarusian|Bulgarian|Bengali|Breton|Bosnian|Sorani|Czech|Danish|Greek|Spanish|Estonian|Basque|Persian|Finnish|Faroese|French|Irish|Galician|Gujarati|Hindi|Croatian|Hungarian|Armenian|Indonesian|Ido|Icelandic|Italian|Japanese|Javanese|Georgian|Kazakh|Khmer|Korean|Ripuarian|Kurdish|Latin|Luxembourgish|Lithuanian|Latvian|Macedonian|Malayalam|Mongolian|Marathi|Malay|Dutch|Norwegian (Nynorsk)|Norwegian (Bokmål)|Occitan|Polish|Western Punjabi|Pashto|Quechua|Russian|Sicilian|Serbo-Croatian|Sinhalese|Slovenian|Somali|Albanian|Swedish|Swahili|Tamil|Telugu|Thai|Tagalog|Turkish|Tatar|Uyghur|Ukrainian|Urdu|Vietnamese|Waray-Waray|Wu|Yoruba|Min Nan|Cantonese|Belarusian (Taraškievica)|Uzbek|Punjabi|Nepali|Interlingue|English|Bavarian|Hebrew|Maithili|Romanian|Esperanto|Kabyle|Portuguese|Simple English|South Azerbaijani|Scots|Serbian|Ilokano|German|Low Saxon|Hakka|Assamese|Asturian|Lombard|Catalan|Burmese|Cornish|Maltese|Northern Sami|Kannada|Welsh|Silesian|Mingrelian|Chinese|Slovak|Yiddish|Bislama|Emilian-Romagnol|Upper Sorbian|Bihari|Tajik|Oriya|Dutch Low Saxon|Doteli|Aragonese|West Frisian,Northern America,America,2028.6282,1947,Q6294,"['Maine South High School', 'Wellesley College', 'Yale Law School', 'Maine East High School']"
