wikidata_code_b,education
Q3901463,['Ghana Institute of Journalism']
Q571063,"['Kaunas University of Technology', 'University of Warsaw']"
Q3395631,"['Columbia University', 'University of Wales', 'University of Malawi', 'Teachers College']"
Q13479723,['Damascus University']
Q490736,['']
Q525461,['Brooklyn Preparatory School']
Q4401982,['']
Q9207213,['National Taiwan University of Arts']
Q5487783,['Central University of Ecuador']
Q4305233,['University of Ljubljana']
Q181723,['Fisk University']
Q12958500,"['University of Belgrade Faculty of Philology', 'University of Belgrade']"
Q1448028,['Cairo  University']
Q3094435,['University of Belgrade Faculty of Philosophy']
Q6580581,['Lehigh University']
Q4986810,['Ahmadu Bello University']
Q6722501,['Eduardo Mondlane University']
Q434377,"['American University', 'Taras Shevchenko National University of Kyiv']"
Q7154030,['University of Malawi']
Q4670613,['Azerbaijan University of Languages']
Q16001775,"['Pennsylvania State University', 'University of Ghana']"
Q3740803,"['Tallinn Music High School', 'Estonian Academy of Music and Theatre']"
Q7299188,"['The Chinese University of Hong Kong', 'University of Hong Kong']"
Q6579094,['Chulalongkorn University']
Q723420,['University of Missouri']
Q1087645,['National University of Uzbekistan']
Q4666105,['Beirut Arab University']
Q5551074,"['Juilliard School', 'University of Cincinnati – College-Conservatory of Music']"
Q334722,"['Armed Forces Academies Preparatory School', 'Chulachomklao Royal Military Academy']"
Q317624,"['Forman Christian College', 'University of the Punjab']"
Q3461169,['Tunis University']
Q3672324,"['Vilnius University', 'Taras Shevchenko National University of Kyiv']"
Q4769706,['University College London']
Q4791212,['University of Indonesia']
Q6248932,['Australian National University']
Q535426,['University of Tartu']
Q1991964,['Thammasat University']
Q1878477,['University of Tartu']
Q7421784,"['Indiana University', 'University of the Punjab']"
Q110233,"['Saint Petersburg State University of Economics', 'Armenian State University of Economics']"
Q48688337,"['University of Oregon', 'Ohio University']"
Q2293866,['University of Sarajevo']
Q15497411,['St. Bees School']
Q17560820,['Autonomous University of Santo Domingo']
Q3066693,"['Science Faculty of Paris', 'Faculty of Sciences of Tunis', 'Tunis University']"
Q1359023,['Abkhazian State University']
Q2127710,['Estonian Academy of Music and Theatre']
Q169028,['Masaryk University']
Q2471171,['']
Q2062767,"['University of Sussex', 'University of Durham']"
Q7038554,['Universidad de San Carlos de Guatemala']
Q495211,['Seoul National University']
Q4913811,['University of Ljubljana']
Q182777,['Institut Catholique de Paris']
Q1181096,['University of Ljubljana']
Q5339968,['University of Chile']
Q2827527,"['Université Al Quaraouiyine', 'Mohammed V University']"
Q12497198,"['Gadjah Mada University', 'Duke University']"
Q12967792,['Adamson University']
Q12252128,"['École nationale supérieure des Beaux-Arts', 'Paris 8 University']"
Q401645,"['University of Southern California', 'University of Redlands']"
Q6437314,"['Tunghai University', 'University of California, Berkeley']"
Q660313,"['University of Ljubljana', 'University of Zagreb']"
Q57811,['University of Sindh']
Q6939711,['Britannia Royal Naval College']
Q1279733,['Moscow Theological Academy']
Q284268,['New York University']
Q7695053,['University of the South Pacific']
Q4790355,"['Harvard University', 'University of Indonesia']"
Q27147612,['University of Lisbon']
Q16369115,"['Armenian State Pedagogical University', 'Top Courses for Scriptwriters and Film Directors']"
Q7647367,"['Islamic University of North Sumatra', 'SMA Negeri 7 Medan']"
Q4130889,['Nakhchivan State University']
Q1342062,['Vilnius Gediminas Technical University']
Q520342,"['University of the Philippines', 'John F. Kennedy School of Government']"
Q251223,['Pontifical Gregorian University']
Q7217967,['Georgia Institute of Technology']
Q10950051,['University of Wollongong']
Q3968257,['Faculty of Law at Comenius University in Bratislava']
Q6809538,['University of Malaya']
Q944643,"['', 'University of Belgrade Faculty of Economics']"
Q7498755,['University of Malaya']
Q13056923,"[""Queen's University"", 'Dhaka College', 'University of Dhaka']"
Q5709957,['University of Costa Rica']
Q65055,['Islamic University of Gaza']
Q5388019,"['New York University', 'New York University Tandon School of Engineering']"
Q935470,"[""St Andrew's College""]"
Q1594942,['University of Ljubljana']
Q7419814,['Academy of the Armed Forces of the Republic of Indonesia']
Q2846455,['Aristotle University of Thessaloniki']
Q6636925,['Rajamangala University of Technology']
Q57894,['Kuwait University']
Q7499372,['University of the Punjab']
Q7539427,['University of Graz']
Q16105317,"['University of Birmingham', 'University of Ibadan', 'Ahmadu Bello University']"
Q27941657,['University of Kragujevac']
Q785186,"[""Hamilton Boys' High School""]"
Q16090245,"[""Namsung Girls' High School""]"
Q542978,['University of Ljubljana']
Q5660266,['Francisco Marroquín University']
Q200501,"['Shau Kei Wan Government Secondary School', 'University of Hong Kong', 'University of Bradford']"
Q6132224,['University of Guayaquil']
Q541239,['Moscow State Institute of International Relations']
Q470903,['London School of Economics and Political Science']
Q360462,['Artsakh University']
Q7070076,['State University of Makassar']
Q26159962,['Central American University']
Q2002383,['University of Tartu']
Q7114267,['Edwardes College']
Q1794901,"['Achimota School', 'Middlesex University', 'University of Cambridge', 'Jesus College']"
Q5577531,['Raffles Institution']
Q551866,['Pontifical University of Salamanca']
Q4947866,['Agostinho Neto University']
Q177851,"['University of Pristina', 'Universiteti i Prishtinës']"
Q7929141,['London School of Economics and Political Science']
Q435557,['Czech University of Life Sciences Prague']
Q1393621,['Taras Shevchenko National University of Kyiv']
Q3572190,['Gerasimov Institute of Cinematography']
Q6017761,['University of Havana']
Q16188989,"['University of Ouagadougou', 'Cheikh Anta Diop University']"
Q6907481,['Seorabeol Art College']
Q1396794,['FSB Academy']
Q4062312,['Azerbaijan State Oil and Industrial University']
Q1146609,"['Aristotle University of Thessaloniki', 'St. John of Damascus Institute of Theology', 'Tishreen University']"
Q3529190,['Richmond College']
Q6936984,['University of Dhaka']
Q5648173,"['Cairo  University', 'Rensselaer Polytechnic Institute']"
Q6932746,"['University of Rochester', 'University of Peshawar', 'Edwardes College']"
Q4724251,['Vilnius University']
Q3031423,"['Tallinn Music High School', 'Moscow Conservatory', 'Estonian Academy of Music and Theatre']"
Q4421078,['University of Malaya']
Q294473,['Moldova State University']
Q1297818,['Vilnius University Faculty of Law']
Q22224083,['']
Q495038,['University of Pennsylvania']
Q2145886,['Trisakti University']
Q6631356,"['Chulalongkorn University', 'Thammasat University']"
Q12363707,['Estonian Academy of Music and Theatre']
Q6761036,"[""Queen's University Belfast"", 'Trinity College Dublin']"
Q7312957,['Lyceum of the Philippines University']
Q1942591,['Al-Azhar University']
Q1564209,['University of Ljubljana']
Q2713202,['Miriam College']
Q898723,"['Faculty of Electrical Engineering and Computing, University of Zagreb']"
Q334718,['University of Geneva']
Q375400,['University of Tartu']
Q561575,['Victoria University of Wellington']
Q4670581,['Bangla Academy']
Q6700517,"['Rafael Landívar University', 'University at Buffalo']"
Q4272340,"['Central American University', 'Escuela Americana El Salvador']"
Q3491505,"['Moscow State University', 'Imperial College London', 'Jagiellonian University', 'National University of Mongolia']"
Q57899,['Carleton University']
Q379536,"['University of Nigeria', ""King's College, Lagos"", 'Guildhall School of Music and Drama', ""Queen's University Belfast""]"
Q11069685,"['University of Illinois system', 'National Chung Hsing University']"
Q4018418,"['MSU Faculty of Mechanics and Mathematics', 'Yerevan State University']"
Q2188802,['Royal Military Academy Sandhurst']
Q140144,"['Government College University', 'Aitchison College']"
Q710805,['Kim Il-sung University']
Q5259914,"['Royal Military Academy Sandhurst', 'Staff College, Camberley']"
Q725304,"['Vilnius University', 'Moscow State University']"
Q191549,"['University of Cambridge', 'Eton College', 'Exeter College']"
Q465499,['University of Latvia']
Q540126,['University of Iceland']
Q435394,['Vilnius University Faculty of Law']
Q2075776,"['National and Kapodistrian University of Athens', 'National and Kapodistrian University of Athens', 'University of Helsinki']"
Q13847975,"['University of Westminster', 'American Academy of Dramatic Arts']"
Q7659441,"['John F. Kennedy School of Government', 'University of Indonesia']"
Q4752068,['Moldova State University']
Q1585971,['Universidad de San Carlos de Guatemala']
Q7920765,['University of Lisbon School of Law']
Q16105798,['University of Southern California']
Q6915896,['University of Guyana']
Q561797,['University of the Philippines']
Q3576507,"['Montesquieu University – Bordeaux IV', 'KEDGE Business School']"
Q455666,"['National University of Singapore', ""Crescent Girls' School"", 'National Junior College', 'Stanford University']"
Q1396213,"['Ateneo de Manila University', 'The Wharton School']"
Q3549853,['De La Salle University']
Q19956395,['College of Sorbonne']
Q58102,"['Moscow State Institute of International Relations', 'Diplomatic Academy of the Ministry of Foreign Affairs of the Russian Federation']"
Q12610422,"['Seorabeol Art College', 'Chung-Ang University']"
Q6250148,['Nigerian Military School']
Q5438811,['Damascus University']
Q554216,['Saint Joseph University']
Q330640,"['University of Oxford', 'University of Sussex']"
Q2899898,['Tbilisi State University']
Q2070773,['K. D. Ushynsky South Ukrainian National Pedagogical University']
Q12470973,['Gadjah Mada University']
Q18098466,['Webber Douglas Academy of Dramatic Art']
Q725223,"['Pakistan Military Academy', 'United States Army Command and General Staff College', 'National Defence University', 'Military College Jhelum']"
Q1488970,['Athénée de Luxembourg']
Q6281101,"['University of Paris (1896-1968)', 'Massachusetts Institute of Technology']"
Q19057400,['Eduardo Mondlane University']
Q15061756,"['Slade School of Fine Art', 'Lebanese University']"
Q3740790,['Estonian Academy of Arts']
Q815046,['University of Manchester']
Q5125366,['University of the East']
Q18977405,['University of Malaya']
Q6504274,['National University of Singapore']
Q1341250,['Universidad de San Buenaventura']
Q57705,"['University of Birmingham', 'City Law School']"
Q24952574,['Pontifical University of Saint Thomas Aquinas']
Q3320544,['Sadiki College']
Q310875,['Rajin University of Marine Transport']
Q12487908,['University of Indonesia']
Q338324,"['De La Salle University', 'University of the East']"
Q6277589,['Berklee College of Music']
Q3296101,['Lebanese University']
Q2574284,"['Moldova State University', 'Moscow State Institute of International Relations']"
Q461128,['National University of Singapore']
Q3417104,['University of Belgrade School of Electrical Engineering']
Q57502,['University of Malta']
Q1051975,"['Stanford University', 'De La Salle University', 'University of Asia and the Pacific']"
Q714509,['Kim Il-sung University']
Q57677,['Pennsylvania State University']
Q2270954,['University of Jaffna']
Q11880729,['Indian Military Academy']
Q2827521,"['Mohammed V University', 'Paris Descartes University - Sorbonne Paris Cité', 'Paris 8 University']"
Q3736786,"['University of Tartu', 'Miina Härma Gymnasium']"
Q809332,['University of Papua New Guinea']
Q6250020,"['University of Montana', 'University of Fort Hare', 'University of Namibia']"
Q7945731,['University of Peradeniya']
Q5339966,"['University of Toronto', 'Bowling Green State University', 'Ateneo de Manila University']"
Q2028509,['Belarusian State University of Informatics and Radioelectronics']
Q1155890,['Yerevan State University']
Q58322,['Kulyab State University']
Q16203640,"['American University', ""Bishop's University""]"
Q5235612,['University of Lagos']
Q726895,['University of Ghana']
Q548228,['Damascus University']
Q270645,['Nancy-Université']
Q3542702,['Hale School']
Q485733,"['University of Auckland', 'Sacred Heart College, Auckland']"
Q12023878,['Academy of Performing Arts']
Q20512442,"['Moscow State University', 'MSU Faculty of Mechanics and Mathematics']"
Q310815,['Agostinho Neto University']
Q6943650,['Royal Military Academy Sandhurst']
Q2100977,['University of North London']
Q6967119,['University of Peshawar']
Q723775,"['Pontifical Gregorian University', 'Pontifical Lateran University']"
Q2836269,['Sadiki College']
Q3594634,['University of the South Pacific']
Q2344808,"['Harvard University', 'Victoria University of Wellington']"
Q1438950,"['University of Wisconsin–Milwaukee', 'St. Augustine College']"
Q630274,['Magdalene College']
Q6057578,['Church Mission School']
Q57499,['University of Guam']
Q4065022,['University of Malaya']
Q336406,['University of Aleppo']
Q1984121,['National University of Singapore']
Q6437003,['John F. Kennedy School of Government']
Q7447120,['University of Melbourne']
Q7093805,"['National University of Singapore', 'Georgetown University']"
Q376731,"['Faculty of Humanities and Social Sciences, University of Zagreb']"
Q2339085,"['Faculty of Electrical Engineering and Computing, University of Zagreb']"
Q3325540,['Université de Sherbrooke']
Q3482094,['Harvard University']
Q22928936,"['', 'Mohammed V University']"
Q6891854,"['University of Alabama', 'University of Dhaka']"
Q8031990,"['University of Sydney', 'University of New South Wales']"
Q7273501,['Gerasimov Institute of Cinematography']
Q129768,['Azerbaijan State Oil and Industrial University']
Q16106168,"['Juilliard School', 'New York University']"
Q927471,['Kaunas University of Technology']
Q11032994,['University of Tartu']
Q459816,['Damascus University']
Q8272594,"['National Chiao Tung University', 'National Pingtung University of Education', 'Chinese Culture University', 'National Taiwan University', 'Central Police University']"
Q471125,"['University of Benghazi', 'The Fletcher School of Law and Diplomacy']"
Q6292560,['De La Salle University']
Q660584,"['Wadham College', 'City Law School', 'University of the Punjab']"
Q3545578,['University of Santo Tomas']
Q743651,['Charles University']
Q17488908,"['Sophia University', 'Far Eastern University', 'International Christian University']"
Q6401038,"['London School of Economics and Political Science', 'University of the Punjab', 'Government College University', 'Punjab University Law College']"
Q2962121,"['', 'Ohio State University', 'Paris 8 University']"
Q15633501,['Bangladesh University of Engineering and Technology']
Q489485,['Busan High School']
Q1914912,['Cheikh Anta Diop University']
Q7418237,['Seorabeol Art College']
Q2791797,"['University of Latvia', 'Jāzeps Vītols Latvian Academy of Music']"
Q6933034,"['Boston University', 'University of Dhaka']"
Q1341601,"['University of Belgrade', 'University of Sarajevo']"
Q18206844,"['Trinity College', ""St John's College"", 'Damascus University']"
Q3521170,"[""S. Thomas' College, Mount Lavinia""]"
Q4204548,"['University of Kent', 'Yale University']"
Q546278,['University of Bordeaux 1']
Q4264069,['Institut Teknologi Bandung']
Q24565849,"['Cairo  University', 'Vanderbilt University', 'University of Georgia']"
Q560060,"['University of Dhaka', 'Princeton University', 'Williams College']"
Q307580,"['Harvard University', 'Harvard Business School']"
Q313003,['University of the South Pacific']
Q11825058,"['Tishreen University', 'Aristotle University of Thessaloniki']"
Q361173,['Faculty of Law (University of Sarajevo)']
Q302913,"['Egerton University', 'John F. Kennedy School of Government']"
Q625959,"['Seoul National University', 'University of Münster']"
Q2076200,['University of Dar es Salaam']
Q3066992,"['University of California, Los Angeles']"
Q950022,['Vilnius University']
Q7145383,"['University of Paris (1896-1968)', 'Pantheon-Sorbonne University']"
Q4790568,"['University of Sheffield', 'University College London']"
Q6080946,"['University of London', 'University of Denver']"
Q2630483,"['College of West Africa', 'University of Liberia', 'Kansas State University']"
Q13027719,['Stanford University']
Q7933219,['Makerere University']
Q6323937,['University of Malaya']
Q6087963,"['London School of Economics and Political Science', 'University of Dar es Salaam']"
Q457418,['University of Exeter']
Q4795214,"['Bowling Green State University', 'Harvard University']"
Q3183575,"['McGill University', 'University of Adelaide']"
Q545492,"['National and Kapodistrian University of Athens', 'Professional Journalism Workshop']"
Q4430674,['University of Latvia']
Q317771,['Royal Military Academy Sandhurst']
Q1167793,"['University of London', 'University of Nigeria']"
Q4747036,"['University of the Punjab', 'Government College University']"
Q8272119,"['National Taiwan University', 'Ohio State University']"
Q551611,['Edith Cowan University']
Q7334364,['American University of Beirut']
Q7283318,['Government College University']
Q2960197,['Ruskin College']
Q7461026,['University of Sindh']
Q58117,['Marien Ngouabi University']
Q4115698,['University of Baghdad']
Q10522744,['University of Limoges']
Q7351777,"['University of California, Berkeley']"
Q4561809,['Mendel University Brno']
Q865934,['Aleksandras Stulginskis University']
Q7175463,"['University of Western Australia', 'Raffles Institution']"
Q437309,['University of Bologna']
Q5672018,['Jakarta Institute of Arts']
Q7493219,"[""St. Joseph's Anglo-Chinese School""]"
Q4347161,['Jāzeps Vītols Latvian Academy of Music']
Q4778017,"['University of Durham', 'University of Salford']"
Q12171929,['']
Q15460904,['University of Canterbury']
Q4938894,"['Igbobi College', 'Trinity College', 'Temple University', 'The Fletcher School of Law and Diplomacy']"
Q2085634,['South Ossetian State University']
Q4389632,['Lithuanian Academy of Music and Theatre']
Q1567272,['University of the West Indies']
Q981276,['University of Amsterdam']
Q973742,['Agostinho Neto University']
Q12215905,['']
Q6962296,"['Kwame Nkrumah University of Science and Technology', 'Achimota School']"
Q4934689,['University of London']
Q12622440,['Hankuk University of Foreign Studies']
Q3169278,['Lille University of Science and Technology']
Q6575324,['Cornell University']
Q5274731,['Universitas Kristen Indonesia']
Q344034,['Baku State University']
Q4272043,['Montpellier 2 University']
Q5562312,"['Victoria University of Wellington', 'University of Sydney']"
Q7360542,['University of Costa Rica']
Q949158,"['University of Iowa', 'Coe College']"
Q1368398,"['University of Michigan', 'American University of Beirut']"
Q725216,"['Royal Danish Academy of Music', 'Reykjavík College of Music']"
Q898265,['University of Maribor']
Q28968419,"['Michigan Technological University', 'University of Michigan']"
Q4069097,"['Yerevan State University', 'Saint Petersburg State University']"
Q4969751,['University of Copenhagen']
Q3133541,['University of San Diego']
Q467261,['Belarusian National Technical University']
Q558730,['King Saud University']
Q16301976,"['Complutense University of Madrid', 'University at Buffalo', 'Universidad Nacional Autónoma de Honduras']"
Q12521725,"['Diponegoro University', '']"
Q4829801,['University of Indonesia']
Q6084707,['']
Q27514,"['Damascus University', 'Indiana University']"
Q551585,['Paris 8 University']
Q12793099,['University of Ljubljana']
Q7282680,['University of Dhaka']
Q983752,"['London School of Economics and Political Science', 'Harvard University', 'Wolfson College', 'Anglo-Chinese School', 'John F. Kennedy School of Government']"
Q307796,['Cranfield University']
Q6795453,['School of Oriental and African Studies']
Q4171809,['Belarusian State University']
Q17198220,['University of Oxford']
Q3147533,['Cheikh Anta Diop University']
Q13057124,['Notre Dame College']
Q12864914,['Tbilisi State University']
Q4120096,['Central School of Art and Design']
Q3574661,"['Paris Descartes University - Sorbonne Paris Cité', 'Mohammed V University']"
Q2614083,['Moldova State University']
Q2875181,['Mohammed V University']
Q2640375,['Azerbaijan Technical University']
Q9337979,['National Taipei University']
Q20155621,['University of South Carolina']
Q350384,"['University of Novi Sad', 'University of Banja Luka']"
Q7461040,['Staffordshire University']
Q7881141,['Islamic University of Madinah']
Q717617,"['University of California, Los Angeles', 'Utah State University']"
Q6917853,['University of Dhaka']
Q465872,['Kabul University']
Q3810723,['Federal University of Rio de Janeiro']
Q4901123,['Tribhuvan University']
Q4709920,"['Harvard Law School', ""St. Paul's Co-educational College"", 'University of Hong Kong']"
Q718204,['University of Papua New Guinea']
Q4837550,"['University of Birmingham', 'University of Ibadan']"
Q11964294,['University of the West Indies']
Q2897015,['Massachusetts Institute of Technology']
Q6014141,['Autonomous University of Santo Domingo']
Q3166048,['Pantheon-Sorbonne University']
Q315983,['Defence Services Academy']
Q464827,['Pontifical Ecclesiastical Academy']
Q7553781,['University of Indonesia']
Q2424846,['Faculty of Oriental Studies of the St. Petersburg University']
Q2569345,"['University of Auckland', 'University of Tasmania']"
Q13105042,['Sciences Po']
Q4707692,['University of Libya']
Q2224886,['Pontifical Oriental Institute']
Q2398472,"[""École nationale d'administration""]"
Q1071759,['Pontifical Lateran University']
Q6310748,['University of Dar es Salaam']
Q717448,['Slovak University of Technology in Bratislava']
Q335784,"['University of Oxford', 'University of Georgia']"
Q1626145,['Charles University']
Q3694886,"['University of Engineering and Technology', 'Harvard University', 'Government College University', 'The Wharton School']"
Q6534595,"['University of Hong Kong', 'University of Essex']"
Q2844494,['Panthéon-Assas University']
Q2371076,['Liaquat University of Medical and Health Sciences']
Q2151909,['University of Tübingen']
Q6667229,['Armed Forces Academies Preparatory School']
Q1415445,"['Pontifical Lateran University', 'Pontifical Gregorian University']"
Q7264058,['Université catholique de Louvain']
Q3575692,['University of Paris VI: Pierre-and-Marie-Curie University']
Q5277555,"['Ss. Cyril and Methodius University of Skopje', 'University of Belgrade']"
Q5544390,['Academy of Fine Arts']
Q9010161,['Pontificia Universidad Católica del Ecuador']
Q12198850,['Imam Muhammad ibn Saud Islamic University']
Q556345,['Pontifical Urbaniana University']
Q1302258,['University of Virginia']
Q436587,"['Columbia University', 'Brandeis University', 'Northeastern University', 'University of Liberia', 'University of Ibadan']"
Q9333540,"['University of Windsor Faculty of Law', 'University of the West Indies']"
Q4955600,['University of Nairobi']
Q307142,"['An-Najah National University', 'University of Pennsylvania School of Design']"
Q21907062,['University College London']
Q438715,['Odessa State Agrarian University']
Q2309410,"['Tulane University', 'Columbia University', 'Columbia Business School']"
Q2673005,['Vilnius University']
Q58142,"[""Christ's College"", 'Harvard Business School', 'Harvard University']"
Q1656918,['Princeton University']
Q18351507,"['University of Leeds', 'Yale University']"
Q3471901,"['Finch College', 'International Center of Photography', 'The New School for Social Research', 'The New School']"
Q272847,['Azerbaijan Medical University']
Q362268,"['Pierre Mendès-France University', 'University of Algiers']"
Q3531909,"['Royal College, Colombo']"
Q8053940,['Hon Wah College']
Q3039478,"['University of Nice Sophia-Antipolis', 'Mohammed V University']"
Q4476013,['Moldova State University']
Q2113900,['Moscow State University']
Q3302418,"['University of Arts (Albania)', 'Qemal Stafa High School']"
Q712434,"['South Russian State Technical University', 'Saint Petersburg State University of Civil Aviation']"
Q2713407,['Baku State University']
Q2617902,['National and Kapodistrian University of Athens']
Q41732121,"['University of Sri Lanka', 'University of British Columbia']"
Q6428317,['University of Lomé']
Q3128162,"['Lebanese University', 'Saint Joseph University']"
Q20807299,"['Amherst College', 'University of Chicago']"
Q7333556,['University of Science Malaysia']
Q440509,['Free University of Brussels']
Q4298772,['Yerevan State Institute of Fine Arts and Theater']
Q469880,['Obafemi Awolowo University']
Q16358267,['University of Latvia']
Q355468,"['Mogadishu University', 'University of Pisa']"
Q8026079,['University of Manitoba']
Q16267906,['Tunis University']
Q2821201,"['University of Hassan II Casablanca Ain Chok', '']"
Q16766794,"['Heidelberg University', 'Seoul National University']"
Q5190310,['Complutense University of Madrid']
Q541507,['Yerevan State University']
Q2355917,['Belarusian State University of Physical Training']
Q6892271,['University of Dhaka']
Q500378,['University of Lisbon']
Q455728,['ESSEC Business School']
Q4907160,['Institut Le Rosey']
Q5243029,"['Griffith University', 'University of Peradeniya', 'University of Colombo']"
Q7350776,['University of Sussex']
Q2886506,"['The Wharton School', 'Thammasat University']"
Q707883,"['University of Oxford', 'University of Cambridge', 'University of Paris (1896-1968)', 'Government College University', 'University of the Punjab']"
Q836162,['Oles Honchar Dnipro National University']
Q7684215,['National Taiwan University']
Q699260,"[""St. Paul's Co-educational College""]"
Q178773,['Vilnius University']
Q5913716,"['Seoul Institute of the Arts', 'Hanyang University']"
Q404678,['Stellenbosch University']
Q531489,"['Edmund A. Walsh School of Foreign Service', 'University of Arts (Albania)']"
Q4402748,['Vilnius Academy of Art']
Q433938,['National School of Administration and Magistracy']
Q1133956,['University of Dundee']
Q3480142,['University of Michigan']
Q4142948,['University of Costa Rica']
Q6933077,['Aberystwyth University']
Q3064676,"['University of Dhaka', 'Monash University', 'London School of Economics and Political Science', 'Deakin University']"
Q918978,"['Tishreen University', 'Damascus University']"
Q44376609,"['University of Ghana', 'University of Edinburgh', ""St. Monica's Senior High School"", 'Konongo Odumase Senior High School']"
Q7541165,"['School of Medicine, University of Zagreb']"
Q3208638,['Shih Hsin University']
Q15072573,['D. Mendeleev University of Chemical Technology of Russia']
Q12672095,['Russian Institute of Theatre Arts']
Q7286136,['Nigerian Military School']
Q299985,['Faculty of Dramatic Arts of Belgrade']
Q20746699,['Lycée Descartes']
Q4059749,['Yerevan State University']
Q6414781,"['University of Nairobi', 'Harvard Law School']"
Q2635362,['Gerasimov Institute of Cinematography']
Q528191,"['University of Nairobi', 'University of Bath', 'North Dakota State University', 'Monsanto']"
Q4399127,['National Polytechnic University of Armenia']
Q7294755,['Technische Universität Darmstadt']
Q2818868,['National Taiwan Normal University']
Q3536369,['Lebanese University']
Q362289,"['Hellenic Air Force Academy', 'Cranfield University', 'Auburn University']"
Q4665550,['University of Dhaka']
Q357241,['Gerasimov Institute of Cinematography']
Q3013611,"['Saint-Louis de Gonzague', 'Dartmouth College', 'Georgetown University']"
Q3743265,"['University of Latvia', 'University of Tartu']"
Q3318368,"['McGill University', 'University of Paris VI: Pierre-and-Marie-Curie University']"
Q1310257,['Pontifical Biblical Institute']
Q4775676,"['University of Zagreb', 'University of Pristina']"
Q481353,['University of Basel']
Q539513,['Chulalongkorn University']
Q1674361,['University of Zaragoza']
Q12911,['Hawaii Pacific University']
Q369958,['Ananda College']
Q1246325,"['California State University, Los Angeles', 'Immaculate Heart College', ""St. John's Seminary""]"
Q200518,"['University of Cambridge', 'University of Hong Kong']"
Q4758562,['University of Bristol']
Q16366841,['Yerevan State Institute of Fine Arts and Theater']
Q348881,['Armenian State Institute of Physical Culture and Sport']
Q2071626,['Riga Technical University']
Q4430638,['University of Bologna']
Q955513,['']
Q10861348,['Academy of Performing Arts in Bratislava']
Q3318862,['Bordeaux Montaigne University']
Q21393606,['Ilam School of Fine Arts']
Q184936,"[""St Hilda's College"", 'School of Oriental and African Studies']"
Q4696348,['University of Dhaka']
Q58197,['Moscow State Institute of International Relations']
Q567965,['University of Karachi']
Q5607972,['University of Arizona']
Q1539074,"['University of California, Berkeley', 'San Francisco State University']"
Q57904,"['University of Tripoli', 'California Institute of Technology']"
Q983965,"['Belarusian State Economic University', 'Finance University under the Government of the Russian Federation']"
Q485476,['Military Academy of the General Staff of the Armed Forces of Russia']
Q1884638,['University of Iceland']
Q2047294,['Azerbaijan Architecture and Construction University']
Q5044195,"['University of California, Berkeley', 'University of Tehran']"
Q5115188,"['Western Sydney University', 'University of Tasmania']"
Q6667199,"['Cornell University', 'Thammasat University']"
Q21042319,"['University of Novi Sad', 'University of Arts in Belgrade']"
Q1220495,"['Columbia University', 'Manhattan School of Music', 'École Normale de Musique de Paris', 'Central University of Ecuador']"
Q6297113,['University of Nigeria']
Q5444504,['University of Liège']
Q263314,"['Alexandria University', 'Ain Shams University', 'Kuwait University']"
Q1857996,"['University of the Philippines College of Law', 'University of the Philippines']"
Q707044,['National Taiwan University']
Q5548488,['Moscow Conservatory']
Q5105511,['University of Science Malaysia']
Q5415581,['Dartmouth College']
Q28155098,['Pontifical Xavierian University']
