wikidata_code_B,education
Q1394965,['Al-Azhar University']
Q193148,"['University of Pristina', 'Arizona State University']"
Q561617,"['Maxim Tank Belarusian State Pedagogical University', 'Maxim Gorky Literature Institute']"
Q948143,"['National Autonomous University of Mexico', 'Harvard University', 'University of Leeds', 'University of Southern California']"
Q543349,['Law School of the University of Coimbra']
Q2077394,['Charles University']
Q963168,['Franz Liszt Academy of Music']
Q563013,['Sejong University']
Q443149,"['Tbilisi State Academy of Arts', 'Tbilisi State University']"
Q299989,"['University of Belgrade Faculty of Philosophy', 'Ninth Belgrade Gymnasium']"
Q2658565,['Tel Aviv University']
Q465280,['Shih Hsin University']
Q1276954,"[""Saint Martin's School of Art""]"
Q1350369,['University of Bucharest']
Q698490,['Moral Training English College']
Q2599101,['Beit Zvi']
Q984333,['Grey High School']
Q1391067,['University of the Witwatersrand']
Q303314,"['University of Salamanca', 'Pontifical University of Salamanca']"
Q11782,"['University of Innsbruck', 'University of Vienna']"
Q962071,['Stockholm University']
Q718082,['Paris Diderot University']
Q903825,['Eötvös Loránd University']
Q437935,['University of Ljubljana']
Q769747,['University of Porto']
Q365529,"['Pontifical Gregorian University', 'Pontifical Lateran University']"
Q3633236,"['The Doon School', 'The Lawrence School, Sanawar']"
Q2609058,['University of Bucharest']
Q594382,['Zurich University of the Arts']
Q344153,"['Robert College', 'University of Lausanne', 'Sciences Po']"
Q697930,['Sichuan Conservatory of Music']
Q4118817,"['National Taiwan University', 'Yale University']"
Q1206951,['Gazi University']
Q57836,['London School of Economics and Political Science']
Q725803,"['Faculty of Law, Charles University in Prague']"
Q57620,['University of Malta']
Q898596,"['Lycée Louis-le-Grand', 'Al-Azhar University']"
Q961425,['Allameh Tabatabaei University']
Q538719,['University of Cambridge']
Q878705,['Andrés Bello Catholic University']
Q463697,"['Peking University', 'Beijing Foreign Studies University']"
Q773746,['University of Theatre and Film Arts']
Q982419,['Istanbul University Faculty of Law']
Q2357659,['China Medical University']
Q540714,['Jāzeps Vītols Latvian Academy of Music']
Q7349524,"[""Queens' College""]"
Q459081,['Istanbul University']
Q7828521,['National University of Colombia']
Q1335434,['Harbin Military Institute']
Q78647,['University of Vienna']
Q612803,['Yerevan State University']
Q717442,['Central Academy of Drama']
Q312703,['University College Dublin']
Q822780,['Michigan State University']
Q336777,['London School of Economics and Political Science']
Q459176,"['University of Oklahoma', 'Eufaula High School']"
Q1159527,['Moscow Conservatory']
Q561122,['National University of Life and Environmental Sciences of Ukraine']
Q725513,"['Indiana University Bloomington', 'Columbia University', 'Indiana University']"
Q3297177,['Hosei University']
Q2840298,"['University of Karachi', 'Islamia Science College']"
Q1284614,['Ottoman Imperial School for Administration']
Q887699,"['University of Notre Dame', 'The University of the Arts', 'The Wharton School']"
Q3177364,"['Lincoln College', 'University of Otago']"
Q401531,['Åbo Akademi University']
Q586574,"['University of Bucharest', 'Imperial College London']"
Q1395782,"['Moscow State University', 'Tbilisi State University']"
Q255434,['Film and TV School of the Academy of Performing Arts in Prague']
Q505273,['University of Theatre and Film Arts']
Q202339,['Kharkiv National Automobile and Highway University']
Q6737124,"['Maxim Gorky Literature Institute', 'Polonnaruwa Rajakeeya Madya Maha Vidyalaya']"
Q916911,['University of Copenhagen']
Q863496,['Istanbul Technical University']
Q110710,['Otto Falckenberg School of the Performing Arts']
Q270650,"['The Education University of Hong Kong', 'University of Western Ontario', 'National University of Singapore']"
Q1139446,"['Kunitachi College of Music', 'Azabu High School']"
Q543488,['Meiji University']
Q19917949,"['Moscow State University', 'Voronezh State University']"
Q957704,"['Al-Azhar University', 'Ain Shams University']"
Q661535,['University of Music and Performing Arts Vienna']
Q1336972,['National Academy of Music']
Q90750,['University of Jena']
Q118047,"['University of Sussex', 'Brandeis University']"
Q1060949,['University of Malaya']
Q3134309,"['University of Tokyo', 'Tohoku University']"
Q326328,['Juilliard School']
Q20090884,"['University of Oregon', 'University of Southern California', 'University of Hawaii at Manoa', 'University of Hawaii', 'USC Rossier School of Education']"
Q312245,"['Faculty of Engineering, Middle East Technical University', 'Middle East Technical University']"
Q351040,['Shumen University']
Q982331,['University of Helsinki']
Q1743298,['University of Lisbon']
Q89398,['University of Innsbruck']
Q57334,"['Russian Academy of Sciences', 'Institute of Social Sciences of the CC of the CPSU']"
Q738196,"['Shahid Beheshti University', 'Tarbiat Modares University']"
Q380154,"['University of the Philippines', 'John F. Kennedy School of Government']"
Q12956738,"['Southern Illinois University', 'University of Belgrade', 'University of Rijeka']"
Q898566,"['Faculty of Humanities and Social Sciences, University of Zagreb']"
Q877928,['Waseda University']
Q7833292,"['Vietnam National University, Hanoi – International School', 'National Academy of Public Administration']"
Q887712,['University of Costa Rica']
Q878523,"['University of Calicut', ""Maharaja's College""]"
Q946539,['University of Kansas']
Q3895942,['University of Tehran']
Q1335359,"['University of Coimbra', 'University of Porto']"
Q13360454,"['Peking University', 'Purdue University']"
Q12035846,['Academy of Performing Arts']
Q722614,"['Instituto Superior Técnico', 'Technical University of Lisbon']"
Q358828,['Sofia University']
Q3041872,['Senshu University']
Q401758,"['Robert College', 'Middle East Technical University', 'Istanbul University', 'Vefa High School']"
Q123307,['University of Neuchâtel']
Q86991,"['University of Graz', 'University of Vienna']"
Q1892472,['Saitama University']
Q1717995,['Meiji University']
Q518828,"['Swarthmore College', 'London School of Economics and Political Science']"
Q118058,['University of Zurich']
Q312761,['John F. Kennedy School of Government']
Q726349,['University of the Western Cape']
Q468394,['Hebrew University of Jerusalem']
Q85109,['University of Vienna']
Q603543,['The American University in Cairo']
Q1296492,['Tel Aviv University']
Q231225,['Charles University']
Q329004,"['University of Michigan', 'Ross School of Business', 'Andrews University']"
Q445298,"['Kanto Gakuin University', 'Tokyo Institute of Technology']"
Q685676,"['Faculty of Law, Charles University in Prague']"
Q1352734,"['Suffield Academy', 'Babson College']"
Q788525,['University of Tartu']
Q773197,"['Heidelberg University', 'University of Bayreuth']"
Q3565678,['National University of Trujillo']
Q1585964,"['Hebrew University of Jerusalem', 'Bar-Ilan University']"
Q2306866,"['', 'Jāzeps Vītols Latvian Academy of Music']"
Q1285689,['University of Belgrade Faculty of Philology']
Q525884,['Odessa University']
Q78754,['Vilnius Gediminas Technical University']
Q2597915,['Royal Academy of Dramatic Art']
Q925136,"['Lycée français Charles Lepierre', 'Technical University of Lisbon']"
Q2271800,"['MIT Sloan School of Management', 'Massachusetts Institute of Technology', 'University of Oslo']"
Q2715073,['University of Oran']
Q6774142,"['Pontifical Xavierian University', 'Harvard University']"
Q712288,"['Paris Nanterre University', 'École normale supérieure']"
Q1900166,['Lincoln University']
Q284597,"['National Chengchi University', 'Balliol College', 'University of Southampton']"
Q3092085,['Central University of Venezuela']
Q92957,"['Technion – Israel Institute of Technology', 'Princeton University']"
Q230644,['University of Geneva']
Q343838,['Hacettepe University Ankara State Conservatory']
Q1380216,"['University of Otago', 'Massey University']"
Q1766736,"['École des Ponts ParisTech', 'Lycée Lyautey']"
Q704664,"['Keio University', 'University of Hawaii']"
Q4089118,['Boris Shchukin Theatre Institute']
Q12289150,"['Sofia University', 'University of Vienna']"
Q546926,['University of Tartu']
Q723506,['University of Haifa']
Q486079,['Hanyang University']
Q1238979,"['University of Canterbury', 'Australian National University', ""Christchurch Boys' High School""]"
Q887322,['Mississippi State University']
Q291543,"['University of Cuenca', 'Pontificia Universidad Católica del Ecuador']"
Q294250,"['University of Tirana', 'University of Caen Normandy']"
Q909202,['Weizmann Institute of Science']
Q7365722,['Tel Aviv University']
Q78964,['University of Vienna']
Q78762,"['University of Natural Resources and Life Sciences, Vienna']"
Q3519803,"[""St. Stephen's College"", 'Trinity Hall']"
Q132095,['Bar-Ilan University']
Q94699,['Benedictine High School of Pannonhalma']
Q1779128,['University of Oslo']
Q3056528,['Lovanium University']
Q2056850,['Mohammed V University']
Q362129,"['University of National and World Economy', 'Sofia University']"
Q435197,['National University of San Marcos']
Q1382375,"['Brown University', 'New York University', 'Bucknell University']"
Q562897,['Academy of Performing Arts in Bratislava']
Q1522527,"['University of the Punjab', 'Kinnaird College for Women']"
Q982222,"['Russian State University of Physical Education, Sport, Youth and Tourism']"
Q1534460,['University of Ottawa']
Q745868,"['Tallinn Music High School', 'Estonian Academy of Music and Theatre']"
Q441718,"['Massachusetts Institute of Technology', 'University of Tokyo']"
Q57712,['University of the West Indies']
Q87239,['University of Vienna']
Q444295,['Hamilton High School']
Q551002,"['Freie Universität Berlin', 'University of Hamburg']"
Q348106,['University of Oulu']
Q57429,"['Autonomous University of Santo Domingo', 'Instituto Tecnológico de Santo Domingo']"
Q6036905,['Patna University']
Q461636,['University of Haiti']
Q116059,['Universidad Externado de Colombia']
Q1878437,['University of Lisbon']
Q377765,['Royal Military Academy']
Q715458,"['National and Kapodistrian University of Athens', 'Goethe University Frankfurt', 'Heidelberg University']"
Q208879,"['University of Bergen', 'University of Copenhagen', 'University of Iceland']"
Q336042,['Institut Teknologi Bandung']
Q2962610,"['École nationale supérieure des Beaux-Arts', 'Institut des Hautes Études en Arts Plastiques', 'Shanghai Theatre Academy']"
Q2379963,['University of Aberdeen']
Q592948,['Mansoura University']
Q488429,['Kyungdong High School']
Q3124507,['University of Fribourg']
Q1159122,['Hebrew University of Jerusalem']
Q4115654,['University of Lancaster']
Q90246,['University of Paris-Sud']
Q897432,['Babeș-Bolyai University']
Q527870,['École supérieure de journalisme de Paris']
Q708121,['National Taiwan University']
Q528265,"['National Chengchi University', 'University of Iowa']"
Q3352541,['Academy of Performing Arts']
Q2723548,['Cairo  University']
Q970706,"['San Francisco State University', 'University of Bradford', 'City College of San Francisco']"
Q1371792,['Sofia University']
Q2664975,"['Harvard Business School', 'Harvard University', 'Cornell University', 'University of St. Gallen']"
Q2983835,['Juilliard School']
Q58200,"['Athénée de Luxembourg', 'University Nancy II']"
Q11832497,['University of National and World Economy']
Q144185,['University of Paris (1896-1968)']
Q473132,['University of Karachi']
Q117234,['London Film School']
Q3500537,"['University of Zagreb', 'University of Zagreb', 'California State University, Sacramento', 'University of California, Santa Barbara']"
Q2183509,['Kiangsu-Chekiang College']
Q1526764,['Central Conservatory of Music']
Q57539,['Western Hemisphere Institute for Security Cooperation']
Q438744,['University of Helsinki']
Q446644,['Oslo Conservatory of Music']
Q1600191,['University of Vienna']
Q3566375,"['Charles University', 'Academy of Fine Arts, Prague']"
Q7961946,['Lebanese University']
Q57732,"['Simon Fraser University', 'University of Wisconsin–Madison', 'University of South Africa']"
Q443079,['Marmara University']
Q472310,"['National Taiwan University', 'Kyoto University']"
Q599988,['University of Burgundy']
Q448153,"['Franz Liszt Academy of Music', 'State University of Music and Performing Arts Stuttgart']"
Q128922,['National University “Yaroslav the Wise Law Academy of Ukraine”']
Q3081853,['University of Michigan']
Q447358,['Tbilisi State University']
Q463331,['University of Tokyo']
Q238529,['The American University in Cairo']
Q1391013,"['Stellenbosch University', 'University of the Witwatersrand']"
Q718286,"[""SKH St. Benedict's School""]"
Q58190,['University of Szeged']
Q434185,['Hebrew University of Jerusalem']
Q88734,['University of Vienna']
Q557839,['University of Agriculture Faisalabad']
Q227716,"['University of Oxford', 'Royal Military Academy Sandhurst']"
Q2273577,"['University of Aleppo', 'University of the Philippines']"
Q9182314,"['National Taiwan University', 'Johns Hopkins University', 'National Taiwan University College of Medicine']"
Q85368,"['University of Vienna', 'University of St. Gallen']"
Q880037,"['Universidad de San Carlos de Guatemala', 'Stanford University']"
Q527068,"['NUI Galway', 'Université catholique de Louvain']"
Q357004,['University of Bucharest']
Q2847186,['Centre de formation des journalistes de Paris']
Q334072,['University of Faisalabad']
Q78978,['University of Innsbruck']
Q1999174,['Rikkyo University']
Q2923151,['Delft University of Technology']
Q79056,['University of Vienna']
Q704682,['Vilnius University']
Q164997,"['Harvard Business School', 'Moscow State University of Railway Engineering', 'Fu Foundation School of Engineering and Applied Science']"
Q291174,['Goethe University Frankfurt']
Q13593432,"['Cairo  University', ""École nationale d'administration"", 'Faculty of Law Cairo University']"
Q718337,['Good Hope School']
Q697184,"['University of Copenhagen', '', 'Frederiksberg Gymnasium']"
Q3290963,"['Pantheon-Sorbonne University', 'University of Lisbon']"
Q274090,['Ural State University']
Q242305,"['Aristotle University of Thessaloniki', 'Panteion University']"
Q85025,['University of Applied Arts Vienna']
Q742051,"['Royal Military Academy Sandhurst', 'United States Army Command and General Staff College', 'King Saud University']"
Q458224,"[""Tokyo Woman's Christian University, Junior College""]"
Q92845,['Eötvös Loránd University']
Q4777638,"['University of Geneva', 'University of Lisbon', 'Paris-Sorbonne University - Paris IV']"
Q10861544,['Academy of Performing Arts in Bratislava']
Q470923,['Universidad Nacional Pedro Ruiz Gallo']
Q57680,"['Cairo  University', 'Purdue University']"
Q357802,['Ecole Spéciale Militaire de Saint-Cyr']
Q981828,['University of Tehran']
Q7405426,['Imam Muhammad ibn Saud Islamic University']
Q923540,"['', 'Budapest University of Technology and Economics', 'Széchenyi István University', 'Szent István University Ybl Miklós Faculty of Architecture and Civil Engineering']"
Q1964487,['Gerasimov Institute of Cinematography']
Q53400,['University of Texas at Austin']
Q13415154,"['University of Jordan', 'University of Manchester', 'University of Lancaster']"
Q233590,['École nationale supérieure des Beaux-Arts']
Q273183,['University of the Witwatersrand']
Q1918860,['International Writing Program']
Q1726746,"['Columbia University', 'Columbia University School of the Arts']"
Q1552348,['Moscow Conservatory']
Q780748,['Franz Liszt Academy of Music']
Q3089345,"['University of Latvia', 'Latvian Academy of Sciences']"
Q1896356,['University of Bergen']
Q1498825,['University of Oslo']
Q298079,"['National Defence College of Thailand', 'Chulachomklao Royal Military Academy']"
Q343026,['Istanbul University Faculty of Law']
Q238774,['Qatar University']
Q348758,['Yonsei University']
Q463099,['University of Tartu']
Q4319569,['University of Helsinki']
Q560391,['Harbin Institute of Technology']
Q935577,['University of Helsinki']
Q589585,['Philology Department (Bucharest University)']
Q5448556,"['Military Academy in Brno', 'University of Manchester']"
Q724571,['Eötvös Loránd University']
Q1070084,"['University of Zimbabwe', 'University of South Africa']"
Q57735,"['Moscow State University', 'Harvard Business School', 'Moscow State University Faculty of Economics', 'Harvard University']"
Q1385427,['MSU Faculty of Mechanics and Mathematics']
Q515964,['University of Theatre and Film Arts']
Q241917,['Moscow State University of Medicine and Dentistry']
Q1394767,['University of Tehran']
Q2062110,['Juilliard School']
Q1326874,"['New College of Florida', 'The American School of Madrid', 'Case Western Reserve University']"
Q2408898,['Herzliya Hebrew Gymnasium']
Q1149751,"['Hebrew University of Jerusalem', 'Tel Aviv University', 'Faculty of Arts of Paris']"
Q317793,['Ankara University']
Q2644333,['Russian Institute of Theatre Arts']
Q3575465,['Collège Notre Dame de Jamhour']
Q982745,"['Qemal Stafa High School', 'University of Tirana']"
Q956157,"['National School of Anthropology and History', 'National Autonomous University of Mexico']"
Q713877,"['Russian Institute of Theatre Arts', 'National University of Theatre, Film and TV in Kiev']"
Q1287843,['Tallinn University']
Q1463318,['Tel Aviv University']
Q280376,['William E. Grady CTE High School']
Q724655,['Belarusian State Academy of Arts']
Q623737,['Dongguk University']
Q215782,['National Polytechnic University of Armenia']
Q485136,"[""Moscow University's Department of Philosophy""]"
Q269903,['University of Annaba']
Q504346,['Pontifical Catholic University of Chile']
Q2526083,"['University of Bucharest', 'Central European University']"
Q197178,['Kim Il-sung University']
Q2379898,"['Kyoto University', 'University of Pennsylvania']"
Q315662,['University of the West Indies']
Q2585354,['Paris Diderot University']
Q489445,"['Seoul Youngdengpo Elementary School', 'Yeongdeungpo Middle School']"
Q707164,['Monash University']
Q562988,['Royal Danish Academy of Music']
Q2389099,['Yerevan State University']
Q699396,['University of Vienna']
Q2595739,['University of Havana']
Q709968,"['Faculty of Law, Charles University in Prague']"
Q733817,"[""Mang'u High School"", 'University of Warwick', 'Brandeis University']"
Q89402,['University of Vienna']
Q362819,['Moscow Institute of Physics and Technology']
Q2005131,"['University of Lisbon', 'New University of Lisbon']"
Q949184,['University of Würzburg']
Q737981,"['Sindh Muslim Law College', 'University of Sindh']"
Q257395,"['Pontifical Catholic University of Peru', 'Complutense University of Madrid']"
Q23020990,"['Yangon Institute of Economics', 'Institute of Computer Science', 'Arthur D. Little School of Management', 'University of London', 'University of Yangon']"
Q1729377,"['Saint Joseph University', 'Collège Notre Dame de Jamhour']"
Q1699866,"['Princeton University', 'Wesleyan University']"
Q2421984,"['University of Geneva', 'Ain Shams University']"
Q255764,"['Bauman Moscow State Technical University', 'Diplomatic Academy of the Ministry of Foreign Affairs of the Russian Federation']"
Q2006088,"['Estonian Academy of Music and Theatre', 'Saint Petersburg Conservatory', 'Tallinn Music High School']"
Q3553698,['University of Chile']
Q1086761,['University of the Witwatersrand']
Q703598,['National and Kapodistrian University of Athens']
Q4696034,['University of Dhaka']
Q716830,['Taipei University of Marine Technology']
Q808173,"['Cardiff University', 'University of Liverpool']"
Q58091,"['National and Kapodistrian University of Athens', 'New York University', 'New York University School of Law']"
Q2640587,"['Moscow State University Faculty of Economics', 'Moscow State University']"
Q438260,['Lebanese University']
Q330587,"['University of Montpellier 1', 'Saint Joseph University']"
Q1115371,"['Brandeis University', 'Eötvös Loránd University']"
Q310106,['University of Ljubljana']
Q556053,"['Budapest University of Technology and Economics', 'University of Physical Education']"
Q947123,['Tamkang University']
Q701935,['University of Tokyo']
Q450789,['National and Kapodistrian University of Athens']
Q2391738,['Gerasimov Institute of Cinematography']
Q735504,"['Eastern New Mexico University', 'University of Texas at Arlington']"
Q2914740,"['Hebrew University of Jerusalem', 'The New School']"
Q1417643,['Academy of Performing Arts']
Q1020672,"['Ankara University, Law School']"
Q2973810,['International Writing Program']
Q1791046,['Liceo Italiano']
Q713646,['University of Southern California']
Q403252,['Damascus University']
Q690808,"['University of Bucharest', 'La Sapienza University of Rome', 'Pantheon-Sorbonne University']"
Q731740,['Military Academy']
Q2011217,['']
Q924643,['Meiji University']
Q1147285,"['Yale University', 'University of Notre Dame', 'En los muelles de la cama']"
Q5255185,['Erenköy Girls High School']
Q57734,['Cairo  University']
Q4281965,['Russian Institute of Theatre Arts']
Q444994,"['University of Khartoum', 'University of Bradford']"
Q2905119,['University of Bucharest']
Q2966148,"['University of Cape Town', 'Michaelis School of Fine Art']"
Q85510,['University of Salzburg']
Q313816,['University of London']
Q940903,['Jāzeps Vītols Latvian Academy of Music']
Q3961617,"['Columbia University', 'Columbia University School of Social Work', 'University of South Africa']"
Q2566308,['Miami Jackson High School']
Q4117958,['Theatre Academy Helsinki']
Q370530,"['Moscow State University', 'MSU Faculty of Mechanics and Mathematics']"
Q506750,"['University of Chicago', 'Yeshiva University']"
Q6373289,['National University of Singapore']
Q657790,['University of Miami']
Q5230470,"['University of Guyana', 'University of California']"
Q324068,"['Academy of Performing Arts', 'Lee Strasberg Theatre and Film Institute', 'University of California, Davis']"
Q576586,['İmam Hatip school']
Q356389,['University of the West Indies']
Q942147,['Franz Liszt Academy of Music']
Q173435,['Durban University of Technology']
Q578084,"['University of Sussex', 'National and Kapodistrian University of Athens']"
Q710609,"[""Saint Joseph's Institution, Singapore""]"
Q468690,['University of Tartu']
Q327637,['Corpus Christi College']
Q483517,['Chung-Ang University']
Q367910,['Instituto Superior Técnico']
Q234346,"['Sofia University', 'University of Oxford']"
Q2148674,"['Cornell University', 'Cornell University College of Engineering']"
Q2743774,['University of Copenhagen']
Q465217,['Waseda University']
Q89396,"['University of Vienna', 'College of Europe']"
Q2844986,['University of Lisbon']
Q329158,"['University of Hong Kong', 'Princeton University', 'University of Minnesota']"
Q2787374,"['Pontifical Catholic University of Peru', 'National University of San Marcos']"
Q1207174,['Waseda University']
Q3519659,"['Mangalore University', 'University Law College, Bangalore']"
Q757800,['Tokyo University of Foreign Studies']
Q3562738,['Academy of Performing Arts']
Q963625,['Victoria University of Wellington']
Q275285,['Maxim Gorky Literature Institute']
Q269291,['International Writing Program']
Q431515,['Tunis University']
Q442845,['Moscow State Linguistic University']
Q204723,['University of Belgrade Faculty of Economics']
Q654177,['Louisiana State University']
Q2454822,"['National University of Theatre, Film and TV in Kiev']"
Q739839,"['University of Belgrade Faculty of Philosophy', 'Paris-Sorbonne University - Paris IV']"
Q446799,['University of the Philippines']
Q359413,['University of Baghdad']
Q486177,['Korea University']
Q2707390,"['Rutgers University', 'Oberlin College']"
Q613846,['University of Helsinki']
Q4263050,['Institut Teknologi Bandung']
Q1620314,"['Haas School of Business', 'University of California, Berkeley', 'International Christian University']"
Q298088,"['Faculty of Law, Thammasat University']"
Q185636,['International Writing Program']
Q238881,['Hungarian University of Fine Arts']
Q731219,['Pontifical Urbaniana University']
Q57597,['Union Institute & University']
Q2032069,"[""St. Joseph's Convent High School, Mumbai"", 'Loreto Convent']"
Q716952,['National Chiao Tung University']
Q957670,['I. L. Caragiale National University of Theatre and Film']
Q349907,"['University of Tübingen', 'Fuller Theological Seminary', 'University of Belgrade Faculty of Philosophy']"
Q264823,['Aalto University']
Q441194,"['University of Iowa', 'University of North Carolina at Chapel Hill']"
Q292574,['Hebrew University of Jerusalem']
Q3482048,['Tokyo University of the Arts']
Q371263,"['University of Oxford', 'Hun School of Princeton']"
Q272439,['University of Paris (1896-1968)']
Q14476134,['National and Kapodistrian University of Athens']
Q2062129,['University of Illinois system']
Q1886551,['Meiji University']
Q539823,['University of Theatre and Film Arts']
Q18626047,"['University of Graz', 'Harvard Law School']"
Q625676,['Fordham University']
Q2388098,"['Novosibirsk State University', 'Moscow State Pedagogical University']"
Q1817041,"['Imperial College London', 'University of Southampton']"
Q1235832,['National University of Music Bucharest']
Q696669,"['Faculty of Law, Charles University in Prague']"
Q1169518,['University of Caen Normandy']
Q307800,"['Cairo  University', 'Helwan University']"
Q2713606,"[""St. Scholastica's College""]"
Q435200,"['Politehnica University of Bucharest', ""École nationale d'administration"", 'Bucharest Academy of Economic Studies']"
Q471044,"['Cairo  University', 'University College London', 'University of Southern California', 'University of Southern California School of International Relations']"
Q58108,['Ain Shams University']
Q2094584,['Vilnius Academy of Art']
Q1969354,['Comenius University in Bratislava']
Q1276440,['University of Belgrade']
Q4063354,"['MSU Faculty of Journalism', 'Harvard University']"
Q707130,['ETH Zurich']
Q153986,"[""Peterhouse Boys' School"", 'Trinity Hall', 'University of Sussex', 'Trinity College']"
Q272783,['School for Advanced Studies in the Social Sciences']
Q6893782,"['University of Algiers', 'Damascus University']"
Q2344342,['Technical University of Lisbon']
Q2993741,['Chernivtsi University']
Q200892,['Lviv Conservatory']
Q344596,['University of Chile']
Q2335963,['University of Latvia']
Q3518228,"['University of Geneva', 'University of Bucharest']"
Q3118313,['National University of Colombia']
Q50838,"['University of Hong Kong', 'Tufts University', 'Sacred Heart Canossian College', ""St. Paul's Convent School""]"
Q654082,['Cairo  University']
Q2118027,"['Catholic University of Portugal', 'New University of Lisbon']"
Q1556811,['University of Valle']
Q461612,['I. L. Caragiale National University of Theatre and Film']
Q3502322,"['Australian National University', 'University of California, Davis']"
Q469265,"['', 'University of Arts in Belgrade']"
Q2663586,"['Hebrew University of Jerusalem', 'Colorado State University']"
Q78894,['University of Vienna']
Q2277878,"['Tulane University', 'George Washington University']"
Q553839,['University of Oslo']
Q839906,['University of Valle']
