wikidata_code_b,education
Q1977271,"['Pontifical Xavierian University', 'Harvard University', 'University of Kansas']"
Q5018756,['University of Dar es Salaam']
Q536115,['Univerzitet u Prištini']
Q708621,['']
Q2845313,['School of Oriental and African Studies']
Q432892,['University of Belgrade']
Q746500,['Hebrew University of Jerusalem']
Q2453848,['Kaunas University of Technology']
Q114760,['Tel Aviv University']
Q282359,['Royal Military Academy']
Q981736,"[""Women's University in Africa""]"
Q356302,['International Writing Program']
Q3898706,['Haaren High School']
Q294969,['Meknes Royal Military Academy']
Q3489801,['Academy of Performing Arts in Bratislava']
Q212953,['Belarusian State University of Transport']
Q1376810,['Belarusian State University']
Q5317746,"['Florida State University', 'University of Ljubljana']"
Q799712,['Hongik University']
Q7237237,"['Balliol College', 'Nuffield College', ""St. Stephen's College"", 'University of Oxford']"
Q2821635,['University of Havana']
Q951081,['Tarbiat Modares University']
Q285662,['Mohammed V University']
Q1251581,"['University of Belgrade', 'University of Arts in Belgrade']"
Q533296,"['National University of San Marcos', 'Pontifical Catholic University of Peru']"
Q5052793,"['Columbia University', 'National University of Singapore']"
Q1612888,"['University of Khartoum', 'University of Edinburgh', 'University of Cambridge', 'University of Cambridge']"
Q1608527,"['Philology Department (Bucharest University)', 'School for Advanced Studies in the Social Sciences']"
Q3690865,"['University of Madras', 'Osmania University']"
Q2298768,['Benghazi Military University Academy']
Q5771131,"['Harvard University', 'University of Santo Tomas', 'University of Salamanca', 'University of the Andes']"
Q332916,['']
Q1058075,['Sogang University']
Q3595762,"['Pennsylvania State University', 'University of Tulsa']"
Q7399685,['University of Montpellier']
Q7404598,"['National College of Arts', 'Bath School of Art and Design', 'Rhode Island School of Design']"
Q912573,['Wairarapa College']
Q963646,['University of Southern California']
Q946367,"['Rafael Landívar University', 'Harvard Law School']"
Q2612721,"['Hebrew University of Jerusalem', 'Bar-Ilan University']"
Q29427,"['Tel Aviv University', 'University of Haifa']"
Q2028631,['Vasyl Stefanyk Prycarpathian National University']
Q829982,['University of Tirana']
Q7398368,"['Islamic University of Madinah', 'Umm Al-Qura University']"
Q468705,['National University of Music Bucharest']
Q927710,['MSU Faculty of Journalism']
Q1567559,"['University of Sarajevo', 'University of Mostar']"
Q401173,['Université de Montréal']
Q348426,['University of Theatre and Film Arts']
Q541751,"['Convent of Jesus and Mary, Lahore']"
Q1333347,"[""Christ's College, Christchurch""]"
Q3443168,"['Faculty of Economics and Business, University of Zagreb']"
Q1321209,['University of Belgrade Faculty of Law']
Q4355531,"['University of Michigan', 'University of Tehran']"
Q305866,"['École normale supérieure', 'University of Paris VI: Pierre-and-Marie-Curie University', 'University of Chicago', 'Lycée Saint-Louis']"
Q3853021,['Universidad Técnica del Estado']
Q710198,['Riga Technical University']
Q434756,['University of Chile']
Q2038724,['Lithuanian Academy of Music and Theatre']
Q3888622,['Millfield']
Q41464,['University of Belgrade Faculty of Philology']
Q489095,['Hankuk University of Foreign Studies']
Q3302530,['University of Tirana']
Q5707233,"['Universidad de Chile metro station', 'University of Chile', 'Pontifical Catholic University of Chile', 'Columbia University']"
Q964486,"['University of Iceland', 'George Washington University']"
Q890630,['University of Niš']
Q3572964,"['University of Paris (1896-1968)', 'University of Paris III: Sorbonne Nouvelle']"
Q20948755,"['University of Houston–Clear Lake', 'Clear Lake High School', 'Parsons The New School for Design']"
Q84088,"['Islamic University of Madinah', 'University of Jordan', 'Imam Muhammad ibn Saud Islamic University', 'Omdurman Islamic University']"
Q6147772,['Notting Hill and Ealing High School']
Q437575,"['Georgetown University', 'Rugby School', 'Pembroke College']"
Q331084,['University of Havana']
Q3751217,"['Complutense University of Madrid', 'Higher University of San Andrés']"
Q8048394,"[""Jeonju Girls' High School"", 'Wonkwang University']"
Q5423925,['Macquarie University']
Q402950,['Cairo  University']
Q638463,['Harvard Law School']
Q12245061,['Damascus University']
Q709307,"['National Taiwan University', 'University of Massachusetts Amherst']"
Q4776830,"['University of Valle', 'Loughborough University']"
Q488180,['Saint Petersburg State Marine Technical University']
Q445841,"['Master of Advanced Studies', 'University of Reims']"
Q2939397,['University of Santiago de Cali']
Q198575,['University of Texas at El Paso']
Q458017,['University of Tartu']
Q3490237,"['Government College University', 'Downing College', 'Aitchison College', 'City Law School']"
Q2962086,"['Institut National des Arts, Bamako']"
Q2096557,['University of Latvia']
Q3038273,"['École Polytechnique', 'Lycée Saint-Louis', 'Lycée Chaptal', 'Paris Dauphine University']"
Q6443503,"['Film and Television Institute of India', 'University of Mumbai']"
Q494412,"['Waseda University', 'George Washington University']"
Q6514388,['Dongguk University']
Q3562824,['Academy of Performing Arts in Bratislava']
Q625721,['University of Barcelona']
Q452256,['Wuhan University']
Q7339157,['Vilnius University']
Q24827232,"['National University of Colombia', 'MSU Faculty of Psychology']"
Q3633404,"['The Lawrence School, Sanawar', 'London School of Economics and Political Science', 'University of Delhi', ""St. Stephen's College""]"
Q310136,['University of Belgrade Faculty of Philosophy']
Q372131,"['Moscow State University, Faculty of Law']"
Q512309,"['New York University', 'Massachusetts Institute of Technology', 'New York University School of Medicine']"
Q1348657,['Lviv University']
Q1392167,['']
Q1282747,['Faculty of Law (University of Sarajevo)']
Q3849130,"['Yerevan State University', 'Taras Shevchenko National University of Kyiv']"
Q118937,['Vilnius University']
Q374837,['Gerasimov Institute of Cinematography']
Q1277106,['University of Zagreb']
Q984281,['Estonian Academy of Music and Theatre']
Q3504490,"['Shivaji University', 'Dayanand College Latur']"
Q4383892,"['University of Auckland', ""King's College""]"
Q57400,['Ho Chi Minh City University of Science']
Q461710,"['University of Dar es Salaam', 'University of Konstanz']"
Q1339209,['Pontifical Gregorian University']
Q2840640,"['Al-Azhar University', 'Harvard University', 'Temple University']"
Q3742788,['University of Ljubljana']
Q7299758,['Universidad del Pacifico']
Q200881,"['Moscow State Institute of International Relations', 'Diplomatic Academy of the Ministry of Foreign Affairs of the Russian Federation']"
Q334679,['Saint Petersburg State University']
Q433688,['University of Zimbabwe']
Q511882,['University of Iceland']
Q226696,['University of Belgrade']
Q477530,"['Harvard University', 'University of Haifa']"
Q4802125,"['Rice University', 'Indian Institute of Technology Bombay']"
Q450340,['University of Rijeka']
Q9088144,['National Taiwan University']
Q463539,"['National University of San Marcos', 'London School of Economics and Political Science', 'Harvard Law School']"
Q2834759,['University of Concepción']
Q57859,['University of Antananarivo']
Q7137660,['Korea University']
Q869782,['University of Warwick']
Q383751,"['Lycée Louis-le-Grand', 'Pantheon-Sorbonne University', 'Harvard University', 'École normale supérieure', 'Pantheon-Sorbonne University']"
Q626357,['Wonkwang University']
Q10855822,['Keio University']
Q93151,['Indian Institute of Technology Delhi']
Q3299130,['Faculty of Law of the University of Zagreb']
Q484165,"['California State University, Northridge', 'Seoul National University']"
Q2744994,['University of Zagreb']
Q285203,"['University of Dhaka', 'University of Washington', 'Dhaka College']"
Q1856805,"['Metropolitan Autonomous University', 'International University of Andalucía']"
Q699149,"['Peking University', 'Minzu University of China']"
Q16889667,"['University of Belgrade Faculty of Economics', 'University of California, Berkeley']"
Q271067,"['Kim Il-sung University', 'Moscow State University']"
Q167832,['Bayero University Kano']
Q217903,['Ss. Cyril and Methodius University of Skopje']
Q1554997,"['University of Chile', 'Massachusetts Institute of Technology']"
Q13582904,['Seoul National University']
Q337868,['University of Latvia']
Q933740,"['University of Zagreb', 'Faculty of Humanities and Social Sciences, University of Zagreb']"
Q45502,"['University of Ljubljana', 'Institut Catholique de Paris']"
Q705095,"[""Queen's Royal College"", 'Yale University']"
Q2662771,['University of Latvia']
Q626098,['Seoul National University']
Q665630,['University of Salamanca']
Q6947695,"['University of Tulsa', 'Oral Roberts University']"
Q299977,['Faculty of Dramatic Arts of Belgrade']
Q7929186,['Maharaja Sayajirao University of Baroda']
Q435717,['Vilnius University']
Q2639970,['Vilnius University']
Q2234845,['Renmin University of China']
Q5255189,['Universidad de San Carlos de Guatemala']
Q5847384,"['Princeton University', 'University of Chile']"
Q22004669,['Yerevan State Komitas Conservatory']
Q6811459,['Chung-Ang University']
Q386336,"['Pontifical Catholic University of Chile', 'Heidelberg University', 'University of Chile', 'University of Chile']"
Q163404,['University of Hong Kong']
Q1392741,['University of Belgrade']
Q442306,"['Juilliard School', 'University of Zagreb']"
Q467201,"['University of Delhi', 'Indraprastha College for Women', 'Faculty of Law']"
Q1256067,['University of Zagreb']
Q540938,['Mechanics and mathematics faculty of BSU']
Q7506997,['National Taiwan University']
Q562774,"['Yeungnam University', 'Dankook University']"
Q4504865,['Ain Shams University']
Q137538,['Peking University']
Q906334,"['Harvard University', 'Massachusetts Institute of Technology', 'National Taiwan University']"
Q1862447,['University of Belgrade Faculty of Philosophy']
Q8991604,['National Chengchi University']
Q19402598,"['', 'Middle East Technical University']"
Q7585525,['University of Indonesia']
Q4771101,['University of Zagreb']
Q1373595,['Pontifical Oriental Institute']
Q4251261,['National Taiwan Normal University']
Q5665082,['Catholic University of the North']
Q82535,"['Ahmadu Bello University', 'Bayero University Kano']"
Q269437,['Hunter College']
Q3324949,"['Universidad Nacional Federico Villarreal', 'University of Lima', 'National University of San Marcos']"
Q239717,"['University of the West Indies', 'Université Laval', 'University of Bristol']"
Q182417,['Nizhny Novgorod MIA Academy']
Q316133,['University of Papua New Guinea']
Q2517965,['MSU Faculty of Psychology']
Q307185,['Imam Muhammad ibn Saud Islamic University']
Q324405,['Hebrew University of Jerusalem']
Q485170,['Dongguk University']
Q7299452,['University of Karachi']
Q3847080,"['Harvard T.H. Chan School of Public Health', 'Harvard University', 'National Taiwan University', 'National Cheng Kung University']"
Q1564343,['University of Sarajevo']
Q537626,['Cairo  University']
Q2143400,['Technical University of Moldova']
Q2896906,['Trinity University']
Q538931,"['McMaster University', 'Magadh University', 'Visva-Bharati University']"
Q5164520,['Popular University of Cesar']
Q3554632,['Yerevan State University']
Q2574480,['St. Sergius Orthodox Theological Institute']
Q562417,"['Shiraz University', 'University of Tehran', 'University of London', 'University of Göttingen', 'Eastern Oregon University', 'Columbia University']"
Q311882,['University of Sarajevo']
Q2669138,['Hebrew University of Jerusalem']
Q2166093,['Hebrew University of Jerusalem']
Q547712,['Charles University']
Q7383955,['University of the Philippines']
Q173254,['Instituto Nacional General José Miguel Carrera']
Q960031,['University of Latvia']
Q3532796,['California Miramar University']
Q3233773,['University of Essex']
Q12622520,"['University of Limoges', 'University of Poitiers']"
Q13608825,['Dongguk University']
Q311116,['Kyiv National Economic University named after Vadym Hetman']
Q486692,['Estonian Academy of Arts']
Q3724222,['National Academy of Music']
Q1207718,['University of Calcutta']
Q726640,"['Addis Ababa University', 'University of California, Berkeley']"
Q1364583,['University of London']
Q971859,"['University Toulouse I - Capitole', 'University of Toulouse (1966-1969)']"
Q15978427,"['Combined Arms Academy of the Armed Forces of the Russian Federation', 'M.V. Frunze Military Academy']"
Q22213056,"['University of Cambridge', 'University of Auckland', 'Wolfson College', 'Auckland University of Technology']"
Q24175183,"['Yale University', 'National Taiwan University']"
Q2768202,['University of East Anglia']
Q484698,['Mokpo National University']
Q2626249,['En los muelles de la cama']
Q972790,"['University of Iowa', 'University of Zimbabwe']"
Q4520621,"['Syracuse University', 'Harvard University', 'Harvard Divinity School']"
Q2905186,"['Hebrew University of Jerusalem', 'Columbia University', 'Central School of Art and Design', 'Columbia University School of the Arts', 'Bezalel Academy of Art and Design']"
Q336850,"['Fitzwilliam College', 'University of Karachi', 'St Edmund Hall', ""St Patrick's High School, Karachi""]"
Q438686,['University of Tehran']
Q597909,['University of Auckland']
Q2277434,['University of Indonesia']
Q1040738,['Government College University']
Q1509188,"['Sofiĭski universitet. Istoricheski fakultet', 'Sofia University']"
Q256274,['National Taiwan University']
Q711168,['Harbin Institute of Technology']
Q1607102,['Wayne State University']
Q891144,"['Faculty of Humanities and Social Sciences, University of Zagreb']"
Q4080599,"['Instituto Superior de Arte', 'Academia Nacional de Bellas Artes San Alejandro']"
Q541164,['Mount Albert Grammar School']
Q705389,['Moscow Conservatory']
Q3397948,['School for Advanced Studies in the Social Sciences']
Q471882,"['University of Strasbourg', 'National University of Rwanda']"
Q703766,['Nippon Medical School']
Q434742,"['Pantheon-Sorbonne University', 'University of Ouagadougou', 'University of Benin', 'University of Groningen']"
Q326696,"['Harvard University', 'Christ Church']"
Q2722507,['Murray College']
Q898543,['University of Osijek']
Q556314,['Pontifical Urbaniana University']
Q1523698,"['Illinois Institute of Technology', 'Indian Institute of Technology Madras']"
Q1283467,['University of Sarajevo']
Q15633683,['Panthéon-Assas University']
Q3263737,['Cornell University']
Q93135,"['National Taiwan University', 'University of California, Berkeley']"
Q1981289,"['', 'University of the East']"
Q117803,['King Fahd University of Petroleum and Minerals']
Q3572799,"['Nancy-Université', 'École nationale supérieure des industries chimiques (ENSIC, Nancy)']"
Q5079027,['Munsang College']
Q437973,['University of Iceland']
Q4115558,['Baku State University']
Q460568,['Royal Military Academy Sandhurst']
Q712699,['Munsang College']
Q253515,"['University of Tartu', 'Miina Härma Gymnasium']"
Q717878,"['Lebanese University', 'University of Paris III: Sorbonne Nouvelle']"
Q3428912,['Escuela Politécnica (Guatemala)']
Q12019448,['Academy of Performing Arts']
Q924116,['University of Latvia']
Q1712939,['North Carolina Central University']
Q2005662,['University of Tartu']
Q958026,"['National University of Uzbekistan', 'Mir Arab Islom Madrasasi', '']"
Q2939407,"['Paris Diderot University', 'University of Paris (1896-1968)']"
Q7357167,['National University of San Marcos']
Q57471,['University of Washington School of Law']
Q4696245,['Sogang University']
Q183581,"['University of Virginia', 'Harvard Law School', 'University of Indonesia', 'Tufts University']"
Q6051173,"['Emils Darzins Music School', 'Jāzeps Vītols Latvian Academy of Music']"
Q57478,['Moldova State University']
Q1395018,['University of Nairobi']
Q1255413,"['Faculty of Political Sciences, University of Belgrade']"
Q2827677,['Mohammed V University']
Q18987308,"['Miranda House', 'University of Delhi']"
Q3416194,['Gerasimov Institute of Cinematography']
Q5353805,['International Writing Program']
Q220296,"['Cairo  University', 'McGill University']"
Q149760,['Al-Azhar University']
Q339955,['Cheikh Anta Diop University']
Q282519,['John F. Kennedy School of Government']
Q875200,['University of Pardubice']
Q751112,['National University of Uzbekistan']
Q22953752,"['University of Amsterdam', 'University of California', 'University of California, Davis']"
Q3635732,['Sir Jamsetjee Jeejebhoy School of Art']
Q13643416,['Baku State University']
Q1680831,"['Harvard University', 'University of Otago']"
Q12499385,['Jakarta State Islamic University']
Q486411,['Korea University']
Q4149226,['MSU Faculty of Mechanics and Mathematics']
Q779674,['University of Tirana']
Q319920,"['Dongguk University', 'Seoul National University']"
Q738816,"['Harvard Business School', 'University of Maiduguri']"
Q2298056,['Central School of Art and Design']
Q331201,['Université Félix Houphouët-Boigny']
Q1996382,['Egyptian Military Academy']
Q2748972,"['Paris Diderot University', 'Université Laval']"
Q1092601,"['University of Zagreb', 'Faculty of Humanities and Social Sciences, University of Zagreb']"
Q4695503,['University of Malaya']
Q3198262,['University of Paris (1896-1968)']
Q3039888,"['Mohammed V University', 'University of Nice Sophia-Antipolis']"
Q14333165,['Chonnam National University']
Q262328,"['Maxim Gorky Literature Institute', 'Lviv Polytechnic']"
Q57709,['University of the West Indies']
Q713790,['University of Bath']
Q3054502,"['University of Lagos', 'University of Nigeria']"
Q3128163,['École nationale supérieure des Beaux-Arts']
Q560360,"['Riga Civil Aviation Engineers Institute', 'Ulyanovsk Higher Civil Aviation School']"
Q3515658,"['Paris Nanterre University', 'American University of Beirut']"
Q3313454,['University of Hawaii']
Q2369062,['Shota Rustaveli Theatre and Film University']
Q523755,['University of Latvia']
Q434177,"['National University of Cuyo', 'University of Chicago', 'University of California, Berkeley']"
Q7192282,"['Bard College', 'University of California, San Diego', 'State University of New York']"
Q2777908,"['Hebrew University of Jerusalem', 'Tel Aviv University']"
Q2959879,['International Writing Program']
Q1347797,"['Universiteti i Prishtinës', 'University of Pristina']"
Q2056213,"['École normale supérieure', 'Pantheon-Sorbonne University']"
Q3509419,['Academy of Performing Arts in Bratislava']
Q360416,['University of Sarajevo']
Q1974113,"['National Polytechnic University of Armenia', 'Harvard University', 'Tufts University', 'The Fletcher School of Law and Diplomacy']"
Q1463452,['Faculty of history of Belarusian State University']
Q984481,"['École Polytechnique', 'Lycée privé Sainte-Geneviève', 'École des Ponts ParisTech', 'School for Advanced Studies in the Social Sciences']"
Q2087068,['University of the Philippines']
Q970900,['École nationale supérieure des Beaux-Arts']
Q2427640,"['Faculty of Arts, Charles University in Prague', 'Charles University']"
Q3360365,['Stella Maris College']
Q1145788,['Berklee College of Music']
Q2879518,"['University of Paris (1896-1968)', 'University of Calcutta', 'Jadavpur University', 'Paris-Sorbonne University - Paris IV']"
Q2735272,"['University of the Punjab', 'PAF Public School Sargodha', 'King Saud University']"
Q393284,['Allahabad University']
Q16299015,"['Pontifical Catholic University of Chile', 'Cambridge Institute']"
Q722815,['University of Texas at El Paso']
Q551605,['Ahmadu Bello University']
Q1274592,['Our Lady of the Rosary University']
Q339050,['University of Ibadan']
Q22340175,"[""St Anne's College"", ""St Antony's College""]"
Q2118034,['Liceo José Victorino Lastarria']
Q1391723,['ETH Zurich']
Q2633067,['Armenian State University of Economics']
Q1812805,['University of York']
Q575586,"['Faculty of Political Sciences, University of Belgrade', 'Faculty of Political Sciences, University of Belgrade', 'Faculty of Political Sciences, University of Belgrade']"
Q372780,"['University of Algiers', 'University of Nice Sophia-Antipolis']"
Q1045031,['Xidian University']
Q1349059,['Ukrainian State University of Railway Transport']
Q1291999,['Comenius University in Bratislava']
Q3595643,['University of Tehran']
Q57840,['University of Yaoundé']
Q336417,"['Seoul National University', 'Princeton University', 'Miami University', 'University of Miami']"
Q6121029,"[""St. Bernard's College, Lower Hutt""]"
Q4805794,"[""St. Stephen's College""]"
Q1657926,['']
Q284264,['National Academy of Arts']
Q697741,['University of Belgrade Faculty of Philology']
Q1377512,['Almaty University of Power Engineering and Telecommunications']
Q3397837,"['University of Ghana', 'Indiana University Bloomington', 'University of Texas at Austin']"
Q3141743,['University of Ruse']
Q717072,['University of Pristina']
Q621242,"['University of Provence - Aix-Marseille I', 'Paris Descartes University - Sorbonne Paris Cité']"
Q550570,"['University of the West Indies', 'University of Calgary']"
Q1381990,"['Yerevan State University', 'Moscow State University']"
Q5541411,"['John F. Kennedy School of Government', 'Natabua High School']"
Q1706863,"['Columbia University', 'University of Fort Hare']"
Q1675587,"['London School of Economics and Political Science', 'Comenius University in Bratislava', 'University of Economics in Bratislava']"
Q563004,['Academy of Performing Arts']
Q974312,['Faculty of Law at Comenius University in Bratislava']
Q3160933,"['Victoria University of Wellington', 'Nuffield College']"
Q701793,"['Tel Aviv University', 'Hebrew University of Jerusalem', 'University of California, Los Angeles']"
Q271778,['Hebrew University of Jerusalem']
Q926741,['Comenius University in Bratislava']
Q718150,['University of Hawaii']
Q272134,['Central University of Venezuela']
Q12588702,['Kyung Hee University']
Q13639710,['Glenalmond College']
Q2978289,['Athénée de Luxembourg']
Q400606,['Al-Azhar University']
Q5557767,['Yonsei University']
Q1797752,['Ruhr University Bochum']
Q439042,['National University of Colombia']
Q6737420,"['University of Dar es Salaam', 'Stockholm University']"
Q15497124,"['University of Liverpool', 'University of London']"
Q2564291,"['University of Delhi', 'University of Nebraska–Lincoln']"
Q866963,['International Writing Program']
Q83015,['University of Durham']
Q2756854,"['University of Paris (1896-1968)', 'Institut des hautes études cinématographiques']"
Q516565,['Pontifical University of Saint Thomas Aquinas']
Q442511,['Cuttington University']
Q290689,['Kyiv National Economic University named after Vadym Hetman']
Q1188374,['National University of Physical Education and Sport of Ukraine']
Q1860288,"['Cairo  University', 'Massachusetts Institute of Technology']"
Q582863,['']
Q2046283,"['Gadjah Mada University', 'University of Indonesia']"
Q2967578,['The Catholic University of America']
Q3456546,"['University of Auckland', 'University of Canterbury']"
Q6677835,['Korea University']
Q3293928,['University of Ljubljana']
Q311129,['Al-Azhar University']
Q19220,['University of Michigan']
Q1374953,['Brown University']
Q238670,['University of Fribourg']
Q3511696,['University of Nigeria']
Q714435,['Lebanese University']
Q15455202,['Princeton University']
Q9064072,['Fu Jen Catholic University']
Q460678,['UCLA Herb Alpert School of Music']
Q82260,['Tsinghua University']
Q1334803,['Cairo  University']
Q628786,"['University of Chile', 'Harvard University']"
Q3101930,['Andrews University']
Q6004250,"['Instituto Superior de Arte', 'Massachusetts College of Art and Design']"
Q715087,"['University of Birmingham', 'PLA Army Service Academy']"
Q705654,['Charles University']
Q5052851,['University of Düsseldorf']
Q23626,['University of Hong Kong']
Q5858275,"['Pontifical Catholic University of Chile', 'Harvard University']"
Q1160714,"['Harvard University', 'University of Auckland']"
Q656491,['Grodno State Medical University']
Q1982200,['Imam Muhammad ibn Saud Islamic University']
Q2335730,"['Central University of Ecuador', '', 'National Defense University', 'Inter-American Defense College', 'Latin American School for Social Sciences', 'Instituto Nacional Mejia']"
Q629207,['Cornell University']
Q6948516,['Lviv Polytechnic']
Q125794,['University of Belgrade School of Medicine']
Q1226229,['Gerasimov Institute of Cinematography']
Q2590143,['University of Algiers']
Q452051,"[""New Plymouth Boys' High School"", 'Opunake High School']"
Q463079,['Riga Technical University']
Q1362794,['National and Kapodistrian University of Athens']
Q7586615,['Faculty of Dramatic Arts of Belgrade']
Q58176,['University of Malta']
Q6165750,"['Pontifical Catholic University of Peru', 'Complutense University of Madrid']"
Q6471266,['University of Sarajevo']
Q57882,"['Cheikh Anta Diop University', 'Bordeaux Montaigne University']"
Q291721,['Tbilisi State University']
Q1174537,['Bezalel Academy of Art and Design']
Q817691,['University of Paris (1896-1968)']
Q2265796,['Forman Christian College']
Q3131019,['Institut des hautes études cinématographiques']
Q319953,['University of Canterbury']
Q971354,['University of Zagreb']
Q3369886,"['Wah Yan College, Hong Kong']"
Q725735,"[""Palmerston North Boys' High School""]"
Q365206,['University of the West Indies']
Q1133000,['Centro Latinoamericano de Altos Estudios Musicales']
Q4497200,['Maxim Gorky Literature Institute']
Q5110456,['Lithuanian Academy of Music and Theatre']
Q3351168,['University College']
Q1740843,"['University of California, Berkeley', 'Makerere University', 'University of Zambia']"
Q1343963,['University of Conakry']
Q1400040,"['Cairo  University', 'Faculty of Mass Communication Cairo University']"
Q486627,['Yonsei University']
Q2033511,"[""Peoples' Friendship University of Russia""]"
Q6784363,['Chung-Ang University']
Q4339212,['Gerasimov Institute of Cinematography']
Q712854,['Clementi Secondary School']
Q6745676,"['Yerevan State University', 'Yerevan State University']"
