wikidata_code_b,education
Q2877026,['Higher University of San Andrés']
Q7916800,['Belarusian State Academy of Music']
Q3104793,['Beirut Arab University']
Q2485620,['University of Pristina']
Q7633713,['Flinders University']
Q15392762,"['University of Dhaka', 'Dhaka College']"
Q58220,['University of Belgrade Faculty of Law']
Q3095117,"[""Peoples' Friendship University of Russia""]"
Q6548759,"['Loughborough University', 'Stanford University']"
Q4953083,['University of Belgrade Faculty of Philology']
Q4159752,['L. N. Gumilyov Eurasian National University']
Q6891212,['University of Oxford']
Q4059021,['Moscow State University']
Q4282605,['']
Q9266530,"['Franklin University', 'Lund University']"
Q3515651,"['Harvard University', 'Harvard Business School']"
Q25350470,"['Ateneo de Manila University', 'Stanford Graduate School of Business']"
Q1631900,['University of Oxford']
Q22006834,['London Film School']
Q19924352,['University of Nice Sophia-Antipolis']
Q9332906,"['Universiteti i Prishtinës', 'University of Pristina']"
Q5231225,['University of Cape Town']
Q4665793,"[""Sana'a University""]"
Q28547771,['University of Yangon']
Q4225415,['MSU Faculty of Journalism']
Q514464,['Monash University']
Q2250011,['Towson University']
Q7086287,['Higher School of Coaches']
Q115204,['Al-Farabi Kazakh National University']
Q5949568,['University of Washington']
Q7640078,['Tung Fang Design University']
Q5444643,['University of Michigan']
Q12848452,['Azerbaijan State University of Culture and Arts']
Q21979800,['Cheikh Anta Diop University']
Q5624038,['Mountview Academy of Theatre Arts']
Q7095508,['University of Zimbabwe']
Q5317771,"['University of Belgrade Faculty of Economics', 'University of Belgrade Faculty of Law']"
Q6697038,['University of Peradeniya']
Q6686503,['National School of Administration and Magistracy']
Q16407088,['Drama School at Estonian Academy of Music and Theatre']
Q12219691,['Kuwait University']
Q5018837,"['University of Dar es Salaam', 'University of Hamburg']"
Q3917491,['Belarusian State University of Informatics and Radioelectronics']
Q4749263,['National University of Singapore']
Q4496777,['Kharkiv National Academy of Municipal Economy']
Q4246071,['Al-Farabi Kazakh National University']
Q4079994,['Yerevan State University']
Q7404479,['French National School for the Judiciary']
Q7176719,['Comenius University in Bratislava']
Q4167199,['Al-Farabi Kazakh National University']
Q19901243,['University of Chile']
Q406445,['Moldova State University']
Q7350271,['National University of Singapore']
Q15983452,['University of Karachi']
Q8065091,['University of Dar es Salaam']
Q10799213,['Hanoi National University of Education']
Q23017178,['American University of Beirut']
Q15993594,['Autonomous University of Santo Domingo']
Q597277,['']
Q929183,['Kwame Nkrumah University of Science and Technology']
Q3303072,['New York University']
Q2502781,"['Central Institute of Higher Tibetan Studies', 'Banaras Hindu University']"
Q6140639,['University of Nairobi']
Q3105642,"['Makerere University School of Medicine', 'London School of Hygiene & Tropical Medicine', 'Makerere University']"
Q7308650,"[""St. Sebastian's College, Moratuwa""]"
Q3018152,['University of Limoges']
Q4147308,['Jāzeps Vītols Latvian Academy of Music']
Q27805301,['National Autonomous University of Nicaragua']
Q4465204,['MSU Faculty of Psychology']
Q2086049,['Belarusian State University of Informatics and Radioelectronics']
Q2880365,['Kyrgyz National University']
Q18205226,"['University of Cambridge', 'McGill University', 'Columbia University', 'University of Valencia']"
Q6849804,['Tbilisi State University']
Q5392028,['Louisiana State University']
Q5411496,['Real Academia de Bellas Artes de San Fernando']
Q7380353,"['Cornell University', ""St John's College""]"
Q4829082,['University of Pristina']
Q22773499,['Waseda University']
Q4716086,['Addis Ababa University']
Q22959197,['Mapúa University']
Q1671778,['St. Thomas Aquinas Senior High School']
Q7174480,"['University of Pennsylvania', 'Cornell University', 'Woodrow Wilson School of Public and International Affairs', 'Princeton University']"
Q6765765,['San Beda University']
Q3570589,['University of Leeds']
Q13218076,['Shota Rustaveli Theatre and Film University']
Q5704568,['San Francisco State University']
Q3919171,['Belarusian State Academy of Arts']
Q4665003,"['Boston College', 'University of Tennessee', 'Oklahoma State University–Stillwater']"
Q12212800,"['Cairo  University', 'University of Paris (1896-1968)']"
Q5684178,['Universidad de San Carlos de Guatemala']
Q1527465,['Pontifical Urbaniana University']
Q4295305,['Ivanovo State University']
Q2861382,['Heidelberg University']
Q7149456,['University of Poitiers']
Q2013243,"[""Peoples' Friendship University of Russia""]"
Q6505594,['American University of Beirut']
Q6873940,['Ss. Cyril and Methodius University of Skopje']
Q19621071,['University of Colombo']
Q2605033,"['John F. Kennedy School of Government', 'Makerere University', 'Gayaza High School', 'Trinity College Nabbingo']"
Q3437583,"['University of Oslo', 'University of Belgrade']"
Q17024697,['Lisbon School of Economics and Management']
Q4762878,['University of Malta']
Q1397583,['Pontifical Urbaniana University']
Q5075850,"['University of Liberia', 'Louis Arthur Grimes School of Law', 'Dedman School of Law']"
Q1071371,['Imperial College London']
Q28661855,"['University of Stirling', 'University of Delhi']"
Q5337087,['National School of Administration and Magistracy']
Q5203729,"['Royal College, Colombo']"
Q16269634,['École nationale supérieure de création industrielle']
Q5359449,['Whittier College']
Q15829893,"['University of Southern California', 'Harvard University']"
Q22279284,['Universidad de San Carlos de Guatemala']
Q21279572,"['Autonomous University of Barcelona', 'University of Barcelona']"
Q6357939,"['University of Geneva', 'Ohio University', 'Cairo  University', 'University of Khartoum']"
Q251982,['Admiral Makarov National University of Shipbuilding']
Q559061,"['Al-Azhar University', 'Ain Shams University']"
Q2875290,['University of Algiers']
Q3515042,"['Goldsmiths, University of London']"
Q2836075,['']
Q7161670,['Central Michigan University']
Q4184680,['State Conservatory of Usbekistan']
Q811058,['Turkmen State University']
Q15463182,['Raffles Institution']
Q4888259,"['Harvard University', 'Cornell University']"
Q605985,"['Achimota School', 'New York University']"
Q9032315,"['College of African Wildlife Management', 'University of Dar es Salaam', 'Norwegian University of Life Sciences']"
Q240493,"[""Peoples' Friendship University of Russia""]"
Q16187308,"['Pennsylvania State University', 'The Catholic University of America']"
Q5000890,['University of the West Indies']
Q28464475,['London School of Economics and Political Science']
Q6967664,['Conservatoire national supérieur de musique et de danse']
Q4815767,"['University of Nairobi', 'Makerere University']"
Q19689971,['University of Bologna']
Q15994813,['Kingston University']
Q13031813,['Minsk State Linguistic University']
Q20669153,['Middle East Technical University']
Q1030776,['University of Birmingham']
Q5772554,"['Lebanese Army Military Academy', 'University of Paris (1896-1968)', 'University of Kansas', 'United States Army Command and General Staff College']"
Q5901579,['Clarendon College']
Q5496760,['University of the Philippines']
Q4134090,['Yerevan State Institute of Fine Arts and Theater']
Q7313683,"['John F. Kennedy School of Government', 'Harvard University']"
Q12727918,"['Russian National Research Medical University', 'Nicolae Testemițanu State University of Medicine and Pharmacy']"
Q3426865,['University of Yaoundé']
Q6668898,['Hong Kong International School']
Q24565805,"['University of Coimbra', 'University of Porto', 'Liceu Ludgero Lima']"
Q20878329,['University of Nairobi']
Q7351564,"['Manuel L. Quezon University', 'Ateneo de Manila University']"
Q15382325,['University of Antananarivo']
Q1489428,['Pontifical Gregorian University']
Q2440581,['Johns Hopkins University']
Q15965859,['Merton College']
Q16351386,['University of Latvia']
Q26132380,"['New York University', 'University of Costa Rica']"
Q2388336,['University of Arizona']
Q4807557,"['Yale University', 'Bryn Mawr College', 'Yale Divinity School']"
Q3403642,['Ss. Cyril and Methodius University of Skopje']
Q19879430,"['University of Washington', 'Earlham College', 'Indiana University']"
Q55078933,['University of Southern Mississippi']
Q5839017,['University of El Salvador']
Q3280510,['University of Padua']
Q5550456,['Ghent University']
Q5082021,"['Baker University', 'Harvard Divinity School']"
Q3351752,['National University of Mongolia']
