wikidata_code_b,education
Q704458,"['University of Copenhagen', 'University of Wisconsin–Madison']"
Q185783,"['New Method College, Hong Kong']"
Q705221,['Rikkyo University']
Q307473,['University of Tartu']
Q273962,"['Corvinus University of Budapest', 'University of Theatre and Film Arts']"
Q319523,['MSU Faculty of Journalism']
Q122377,['University of Geneva']
Q924430,['University of Bergen']
Q951522,['Flinders University']
Q313239,['University of Warsaw']
Q558162,['Berklee College of Music']
Q435875,['Brigham Young University']
Q548428,['National Conservatory of Music (Tunis)']
Q302878,['Boris Shchukin Theatre Institute']
Q384991,['University of Maribor']
Q504448,"['Princeton University', 'New York University Tandon School of Engineering']"
Q312684,"['Niigata Prefectural Niigata Minami High School', 'University of Tsukuba']"
Q577569,['Birzeit University']
Q636212,"['University of California, Los Angeles']"
Q46392,['Rishi Dayaram National College']
Q233984,"['National Taiwan University', 'London School of Economics and Political Science', 'Cornell Law School', 'Taipei Municipal Zhongshan Girls High School', ""Bei'an Junior High School"", 'Taipei Municipal Changan Elementary School']"
Q549955,['University of Gothenburg']
Q677439,"['Aligarh Muslim University', 'University of Delhi', 'Kirori Mal College']"
Q254985,['Gagarin Air Force Academy']
Q237541,['Trinity College Dublin']
Q1053260,['Robert College']
Q234785,['']
Q901998,"['University of El Salvador', 'Royal College of Surgeons', 'University of London']"
Q2362904,['Gerasimov Institute of Cinematography']
Q188667,"['Kabul University', 'Al-Azhar University']"
Q732388,['University of the Punjab']
Q464531,['Józef Piłsudski University of Physical Education in Warsaw']
Q313624,"['University of Copenhagen', 'Ludwig Maximilian University of Munich', 'University of Tübingen']"
Q58121,['University of Helsinki']
Q286986,['Mountview Academy of Theatre Arts']
Q235866,['University of Paris (1896-1968)']
Q96610,"['University of London', '', 'University of Freiburg']"
Q227108,['University of Havana']
Q222652,"['Universidad Católica ""Nuestra Señora de la Asunción""', 'National University of Asuncion']"
Q152318,"['Moscow Aviation Institute', '']"
Q939110,['Prague Conservatory']
Q77160,['University of Freiburg']
Q701484,['Babeș-Bolyai University']
Q453592,['University of Melbourne']
Q1253343,['Nippon Sport Science University']
Q237143,"['University of Virginia', 'American University of Beirut']"
Q312994,"['Aristotle University of Thessaloniki', 'Panthéon-Assas University']"
Q263235,"['Yale University', 'Brandeis University', 'Robert College']"
Q152335,"['', 'University of Pécs']"
Q204027,"['Faculty of Philology of Saint Petersburg State University', 'Academy of Foreign Intelligence']"
Q1354716,"['University of Cambridge', 'Clifton College', ""Queens' College""]"
Q547988,"['University of Fort Hare', 'Rhodes University']"
Q717038,"['University of California, Berkeley']"
Q610522,['Washington University in St.\xa0Louis']
Q513004,"['Institut des hautes études cinématographiques', 'Peking University']"
Q503672,['Sibelius Academy']
Q208834,['Gembloux Agro-Bio Tech']
Q276365,['National Institute of Dramatic Art']
Q448592,['Hebrew University of Jerusalem']
Q310643,"['Lesgaft National State University of Physical Education, Sport and Health']"
Q260693,['University of the Witwatersrand']
Q49819,"['Stanford University', 'University of California, Berkeley']"
Q239248,['University of Lisbon']
Q65521,"['Pädagogische Hochschule Westfalen-Lippe', 'Freiherr-vom-Stein-Gymnasium']"
Q954363,['University of Arts in Belgrade']
Q319517,['Moscow State Law University']
Q561812,['Patna University']
Q113022,['University of Vienna']
Q502977,"['University of Lisbon', 'University of Coimbra']"
Q545875,"['University of California, Berkeley']"
Q168169,['National Film School in Łódź']
Q447069,['M.S. Schepkin Higher Theatre School']
Q1394990,"['School of Oriental and African Studies', 'University of the West Indies', ""Queen's College, Guyana""]"
Q714449,['Ngee Ann Polytechnic']
Q45377,['University of Vienna']
Q3521662,"['The Doon School', 'University of Delhi', 'Indian Institute of Management Calcutta', ""St. Stephen's College"", 'Delhi School of Economics']"
Q325705,['MSU Faculty of Mechanics and Mathematics']
Q1323876,['Kwame Nkrumah University of Science and Technology']
Q2108126,['Chulachomklao Royal Military Academy']
Q334054,"['Novosibirsk State University', 'Saint Petersburg State University']"
Q1354061,['University of Lisbon']
Q55900,"['University of Łódź', 'London School of Economics and Political Science', 'Columbia University']"
Q381817,['University of Provence - Aix-Marseille I']
Q196773,['Hebrew University of Jerusalem']
Q965861,"['University of Paris (1896-1968)', 'University of Algiers']"
Q57284,"['University of Manchester', 'University of Iceland']"
Q564889,"[""N. Zahle's School""]"
Q809744,"['University of Pittsburgh', 'University of Alberta']"
Q358383,['Manurewa High School']
Q123975,"['University of Geneva', 'University of Lausanne']"
Q1756790,['Lebanese University']
Q1252125,['University of Arts in Belgrade']
Q981489,"['Loyola College', 'Indian Institute of Management Ahmedabad', 'Harvard Business School', 'Harvard University', 'University of Madras']"
Q902080,['National Film School in Łódź']
Q260037,['University of Vienna']
Q836911,"['MSU Faculty of Mechanics and Mathematics', '']"
Q271485,['National University of Uzbekistan']
Q977651,['University of Sydney']
Q234485,"['Erasmus University Rotterdam', 'University of Hull']"
Q443436,['Ludwik Solski Academy for the Dramatic Arts']
Q912866,['Stockholm University']
Q720874,['Wrocław University of Technology']
Q313589,['Humboldt University of Berlin']
Q492975,['']
Q307182,['Alexandria University']
Q92809,"['Stanford University', 'Flinders University']"
Q2533597,['Russian Institute of Theatre Arts']
Q49388,['University of Music and Performing Arts Vienna']
Q336412,['Lycee Sisowath']
Q172775,['Selborne College']
Q1970232,['Ghent University']
Q1333364,"['University of Canterbury', 'University of Kent', 'University of Auckland', 'Nelson College']"
Q57673,"['University of Baghdad', 'Salahaddin University']"
Q194443,['University of Ljubljana']
Q2995395,['Moscow Art Theatre School']
Q377861,"['North Carolina State University', 'La Martiniere Lucknow']"
Q24503,"['Yale University', 'Fordham University', 'Académie de la Grande Chaumière']"
Q433939,['Ghent University']
Q707336,['The Chinese University of Hong Kong']
Q196159,['MSU Faculty of Journalism']
Q2849011,['University of Valle']
Q944881,"[""Hamilton Boys' High School""]"
Q298547,"['University of Mumbai', 'Stanford University', 'Stanford Graduate School of Business']"
Q352413,['Lviv State University of Physical Culture']
Q977933,"['Yale University', 'National University of Colombia', 'The Rockefeller University']"
Q1772341,"['University of Paris (1896-1968)', 'University of Algiers']"
Q257132,['Taras Shevchenko National University of Kyiv']
Q113974,['University of Marburg']
Q2704999,"['Moscow Art Theatre School', 'Bauman Moscow State Technical University']"
Q983258,"['Tel Aviv University', 'Cornell University', 'New York University']"
Q537003,['Stroganov Moscow State University of Arts and Industry']
Q956227,"['Stanford University', 'University of California, Los Angeles', 'UCLA School of Theater, Film and Television']"
Q561721,['University of Algiers']
Q3101208,['University of California']
Q1937560,"['Frederiksberg Gymnasium', 'University of Copenhagen']"
Q981881,"['University of Haifa', 'Staff College, Camberley']"
Q539500,['Gerasimov Institute of Cinematography']
Q288999,['National Academy of Music']
Q123857,['University of Zurich']
Q2440957,['University of Tehran']
Q296956,"['Vilnius Gediminas Technical University', 'Saint Petersburg State University of Civil Aviation']"
Q438868,['University of Lisbon School of Law']
Q369638,"['University of Geneva', 'Auckland Grammar School', 'University of Auckland']"
Q1660403,['Russian Institute of Theatre Arts']
Q550079,"['Pontifical Gregorian University', 'Pontifical Biblical Institute']"
Q468942,['University of Havana']
Q817052,"[""N. Zahle's School"", 'Scandinavian Academy of Fashion Design']"
Q318163,['Berklee College of Music']
Q754131,"['Gerasimov Institute of Cinematography', 'Gerasimov Institute of Cinematography']"
Q2626247,['Moscow Art Theatre School']
Q2280388,['Faculty of Oriental Studies of the St. Petersburg University']
Q712805,['Sibelius Academy']
Q312956,['National University of Physical Education and Sport of Ukraine']
Q1898912,"['Hebrew University of Jerusalem', 'Tel Aviv University', 'Weizmann Institute of Science']"
Q257835,"['University of Manchester', 'Harvard Law School']"
Q713647,"['University of Belgrade Faculty of Philology', 'University of Belgrade Faculty of Philosophy']"
Q434362,['Swedish School of Sport and Health Sciences']
Q3888966,['Boris Shchukin Theatre Institute']
Q236943,['']
Q652535,"['University of Toronto', 'Stanford University', 'Sophia University']"
Q67547,['Deutsche Film- und Fernsehakademie Berlin']
Q2734092,['Berklee College of Music']
Q84812,['Vienna University of Economics and Business']
Q2353667,['Federico Santa María Technical University']
Q2622688,['Moscow Aviation Institute']
Q455177,['National Institute of Dramatic Art']
Q297006,"['', 'International islamic academy of Uzbekistan']"
Q1676929,['National Film School in Łódź']
Q212058,['University of Zambia']
Q348907,"['Islamic Azad University', 'University of Tehran', 'Berlin University of the Arts']"
Q2627089,"['University of Calcutta', 'University of California, Berkeley', 'Wright State University']"
Q922795,"['Instituto Pedagógico', 'Instituto Pedagógico', 'Leipzig University', 'University of Havana', 'University of Iowa']"
Q1384983,"['Stanford University', 'University of the Witwatersrand']"
Q923306,['Massachusetts College of Art and Design']
Q458752,['Malmö Theatre Academy']
Q703513,['Lund University']
Q1359402,['Tel Aviv University']
Q679516,['Charles University']
Q1964825,"['Boris Shchukin Theatre Institute', 'Gerasimov Institute of Cinematography']"
Q379946,"['Syracuse University', 'University of Denver']"
Q539908,['Aleksander Zelwerowicz State Theatre Academy']
Q940316,['University of Antioquia']
Q1506084,['Los Angeles City College']
Q402179,['Hankuk University of Foreign Studies']
Q2061388,"[""Queen's University Belfast""]"
Q272118,['Meiji University']
Q57388,['Columbus University']
Q92781,['National Technical University of Athens']
Q575917,"['Film and Television Institute of India', 'Birla Vidya Mandir']"
Q62888,"['Harvard University', 'National Taiwan University', 'University of Illinois at Urbana–Champaign', 'University of Illinois system']"
Q709779,['National Taiwan University']
Q12052777,"['University of Dhaka', 'North Dakota State University', 'Dhaka College']"
Q43927,"['Pontifical Gregorian University', 'Université catholique de Louvain', 'University of Namur']"
Q1133702,['University of Bucharest']
Q264896,"['University of Delhi', 'Chaudhary Charan Singh University', 'Faculty of Law']"
Q15118973,"['Istanbul School of Medicine', 'University of Texas at Dallas', 'Istanbul Technical University']"
Q116314,"[""Conservatoire national supérieur d'art dramatique""]"
Q78575,['University of Salzburg']
Q3352161,['University of Gothenburg']
Q744798,"['Universidade Federal do Ceará', 'Harvard Law School']"
Q280555,['Monterrey Institute of Technology and Higher Education']
Q240652,['Franz Liszt Academy of Music']
Q1955143,"['Sacred Heart College, Auckland']"
Q208377,"['Boğaziçi University', 'Yale University', 'University of Connecticut', 'Robert College']"
Q271706,['Masaryk University']
Q2460840,['University of Sydney']
Q544641,['Saint Petersburg State Theatre Arts Academy']
Q733686,"['American University of Beirut', 'Saint Joseph University']"
Q324108,"['Cheikh Anta Diop University', 'Lycée Janson-de-Sailly']"
Q1175932,['Trinity College Dublin']
Q446813,['Hebrew University of Jerusalem']
Q380152,['Stanford University']
Q381218,"['Vrije Universiteit Brussel', 'Free University of Brussels']"
Q360792,"['University of Ez-Zitouna', 'Cairo  University', 'Damascus University', 'University of Paris (1896-1968)']"
Q608057,['Scotch College']
Q1258918,['Royal Academy of Fine Arts']
Q380916,['Ecole Spéciale Militaire de Saint-Cyr']
Q12881818,['University of Giessen']
Q1685398,['Université catholique de Louvain']
Q1262756,"['University of Geneva', 'Technical University of Lisbon']"
Q1200283,['University College Dublin']
Q571598,['Madras Medical College']
Q521079,['Sibelius Academy']
Q178100,['Trinity College Dublin']
Q65619,"['University of Münster', 'University of Vienna']"
Q452946,['National Film School in Łódź']
Q443453,['University of Strasbourg']
Q316823,['Politehnica University of Bucharest']
Q929016,"['University of Belgrade', 'University of Arts in Belgrade']"
Q2495376,['Columbia University']
Q265610,['Gerasimov Institute of Cinematography']
Q2721648,['Tel Aviv University']
Q539776,"[""St. Xavier's College, Mumbai""]"
Q1349845,['National Film School in Łódź']
Q1350663,['Massey University']
Q315467,['University of Zagreb']
Q432362,['Webber Douglas Academy of Dramatic Art']
Q15794,['University of Ljubljana']
Q155880,['Brno University of Technology']
Q726264,"['Tel Aviv University', 'University of Chicago', 'Harvard University', 'Pantheon-Sorbonne University']"
Q1239291,"['Newcastle University', 'Radley College', 'Geelong Grammar School', 'Newcastle University']"
Q90300,['University of Music and Performing Arts Vienna']
Q719821,['Markham College']
Q950090,['Musicians Institute']
Q46930,['Kuwait University']
Q948613,"['Juilliard School', 'The High School of Music & Art']"
Q2051849,['Swathi Thirunal College of Music']
Q57830,"['Asian Institute of Technology', 'Dalhousie University']"
Q197424,['Cheung Kong Graduate School of Business']
Q411903,['University of Cambridge']
Q493567,"['Ghent University', 'University of Antwerp']"
Q97397,['University of Paris (1896-1968)']
Q200622,"['Hogeschool Sint-Lukas Brussel', 'Royal Academy of Fine Arts']"
Q3813416,['Dagestan State University']
Q721148,['M.S. Schepkin Higher Theatre School']
Q662066,['University of Music and Performing Arts Vienna']
Q290306,"['University of Paris (1896-1968)', 'University of Tehran']"
Q1237041,"[""Queen's University Belfast""]"
Q4962014,['Malmö Theatre Academy']
Q262078,['Conservatoire national supérieur de musique et de danse']
Q380026,"['National University of Colombia', 'University of Burgundy', 'University of Paris (1896-1968)']"
Q599257,['Guildhall School of Music and Drama']
Q2050534,"['Mahatma Gandhi College', 'Government Model Boys Higher Secondary School']"
Q29196,"['University of Abomey-Calavi', 'Paris Dauphine University', 'University of Orléans', 'Cheikh Anta Diop University']"
Q1882308,['Leiden University']
Q491013,['Hanyang University']
Q57491,"['University of Arkansas', 'Staunton Military Academy']"
Q1576676,['Tel Aviv University']
Q543892,['Helsinki University of Technology']
Q444852,['Free University of Brussels']
Q182043,['University of Helsinki']
Q733785,"['Juilliard School', 'School of American Ballet']"
Q708679,['Chinese Culture University']
Q834127,"['Eötvös Loránd University', 'Trinity College']"
Q57329,"['University of Ljubljana', 'University of Belgrade Faculty of Law']"
Q361415,['Akademia Sztabu Generalnego']
Q704639,"['University of Birmingham', 'National Autonomous University of Mexico', 'University of Essex']"
Q783657,['University of Music and Performing Arts Vienna']
Q57794,"['Tbilisi State University', 'Moscow State University of Railway Engineering']"
Q8195351,['University of Chile']
Q929878,['Sibelius Academy']
Q597639,['Chalmers University of Technology']
Q340234,"['Pantheon-Sorbonne University', 'Sciences Po']"
Q357951,['University of Bradford']
Q176405,['University of Havana']
Q123873,['University of St. Gallen']
Q57482,"['École Nationale Supérieure des Mines de Saint-Étienne', 'University of Paris VI: Pierre-and-Marie-Curie University']"
Q117008,"['Freie Universität Berlin', 'Technical University of Berlin']"
Q3121114,"['University of Delhi', 'Kirori Mal College', 'Film and Television Institute of India', 'National School of Drama']"
Q57295,['Faculty of Law at Comenius University in Bratislava']
Q537251,"['Moscow State University, Faculty of Law']"
Q314774,"['University of Cambridge', ""St. Anthony's High School""]"
Q989831,['Duke University']
Q57342,['Central American University']
Q268510,"['Victoria University of Wellington', 'University of Waikato']"
Q450686,"['Lund University', 'University of Tübingen', 'theological college Bethel', 'Geschwister-Scholl-Gymnasium Wetter', 'Uppsala University']"
Q1084428,"['Aalto University School of Arts, Design and Architecture']"
Q734930,['Conservatorium van Amsterdam']
Q156469,['University of Tartu']
Q468816,['Centro Universitario de Estudios Cinematográficos']
Q470210,['London Academy of Music and Dramatic Art']
Q279396,['Armenian State Institute of Physical Culture and Sport']
Q260604,"['University of Pretoria', 'University of South Africa', 'University of the Free State']"
Q448929,"['National Film School in Łódź', 'University of Łódź']"
Q376652,['Experimental Centre of Cinematography']
Q3401298,"['University of Delhi', 'Film and Television Institute of India', 'Kendriya Vidyalaya']"
Q20022984,"['University of Surrey', 'University of Exeter', 'University of Paris VI: Pierre-and-Marie-Curie University']"
Q288713,['Aleksander Zelwerowicz State Theatre Academy']
Q123902,['University of Geneva']
Q379720,['National Metallurgical Academy of Ukraine']
Q1367105,['École nationale supérieure des arts décoratifs']
Q615734,"['University of the Andes', 'University of Wisconsin–Madison']"
Q242090,"['SGH Warsaw School of Economics', '']"
Q237493,['Wrocław University of Technology']
Q689920,['University of Music and Performing Arts Vienna']
Q970000,['University of Stuttgart']
Q388823,['Vefa High School']
Q544245,['Berklee College of Music']
Q467482,"['Hugo Treffner Gymnasium', 'University of Tartu']"
Q55924,['SGH Warsaw School of Economics']
Q53282,"['University of Vienna', '']"
Q264913,"['Holy Angels Anglo Indian Higher Secondary School', 'Madras Christian College', 'Indian Institute of Management Calcutta', 'Yale School of Management', 'Yale University', 'University of Madras']"
Q736237,['Hebrew University of Jerusalem']
Q1347598,['National Film School in Łódź']
Q439709,"['Eötvös Loránd University', 'Moscow State University']"
Q1373642,['Adam Mickiewicz University in Poznań']
Q438883,"['Stockholm School of Economics', 'Stockholm University']"
Q156487,['Corvinus University of Budapest']
Q328489,['National Film School of Denmark']
Q464772,['Moscow State Academy of Choreography']
Q508621,['University of Paris (1896-1968)']
Q351014,"['Sankt-Peterburgskiĭ gosudarstvennyĭ universitet. Ėkonomicheskiĭ fakulʹtet', 'Saint Petersburg State University']"
Q707119,"['Mathematics and Mechanics Faculty, St. Petersburg State University', 'Saint Petersburg Lyceum 239']"
Q1932687,['University of Chile']
Q315500,['Institute of Agriculture and Animal Science']
Q274277,['Aleksander Zelwerowicz State Theatre Academy']
Q57381,['University of Belgrade']
Q277221,['']
Q942232,"['OA, SOŠ knihovnická a  VOŠ']"
Q662366,['Institut des hautes études cinématographiques']
Q949330,"['National Film School in Łódź', 'University of Łódź']"
Q337249,"['Institut National des Arts, Bamako']"
Q561127,['Faculty of Polish Studies at the University of Warsaw']
Q270837,"['University of Cambridge', 'University of Zimbabwe']"
Q182441,"['Autonomous University of Guerrero', 'National Autonomous University of Mexico']"
Q1393067,"['Hebrew University of Jerusalem', 'Boston University']"
Q391400,['Juilliard School']
Q336234,['Universidad de las Fuerzas Armadas - ESPE']
Q312789,"['University of Delhi', 'Film and Television Institute of India']"
Q1342082,['Cairo  University']
Q565390,['Architectural Association School of Architecture']
Q69187,['University of Freiburg']
Q78811,['University of Music and Performing Arts Vienna']
Q437736,['University of Oslo']
Q726024,['Ilam School of Fine Arts']
Q115513,['University of Lausanne']
Q106655,['University of Regensburg']
Q439354,"['University of Tehran', 'Johns Hopkins University']"
Q194058,['University of Helsinki']
Q978224,"['Aleksander Zelwerowicz State Theatre Academy', '']"
Q523915,['University of Chile']
Q1390624,"[""Marselisborg teacher's college""]"
Q464265,['Vaganova Academy of Russian Ballet']
Q262626,['University of Sunderland']
Q548964,['Tel Aviv University']
Q317107,['Boston College']
Q2907553,['Law School of the University of Coimbra']
Q2637050,"['University of Cape Town', 'University of the Witwatersrand', 'University of Natal']"
Q2721505,['Sir Jamsetjee Jeejebhoy School of Art']
Q58156,"['Princeton University', 'Hun School of Princeton']"
Q123823,"['University of Fribourg', ""King's College""]"
Q548064,"['Ankara University, Law School']"
Q484947,['Dongguk University']
Q57427,['Lebanese University']
Q715382,"['National Conservatory of Music of Mexico', 'California Institute of the Arts']"
Q456596,['École alsacienne']
Q259405,"['Haydarpaşa High School', 'Deutsche Schule Istanbul']"
Q307773,['Cardiff University']
Q2112764,"['National and Kapodistrian University of Athens', 'University College London']"
Q92830,"['Indian Institute of Technology Delhi', 'National Institute of Technology, Srinagar']"
Q236968,['Art Academy of Latvia']
Q473196,['University of Oslo']
Q712725,['Moral Training English College']
Q453321,['International Writing Program']
Q333701,['University College Dublin']
Q257881,['University of Copenhagen']
Q134898,"['Faculty of Humanities and Social Sciences, University of Zagreb']"
Q656817,"['Sciences Po', 'Lycée Janson-de-Sailly']"
Q57449,['Royal Military Academy Sandhurst']
Q524229,['Norwegian School of Sport Sciences']
Q123445,['Deutsche Film- und Fernsehakademie Berlin']
Q730137,['Academy of Performing Arts in Bratislava']
Q944386,"['University of Groningen', 'University of Groningen']"
Q1280894,"['Shinshu University', 'Meiji University']"
Q250924,['Universidad de San Carlos de Guatemala']
Q189435,['Academy of Social Sciences of the  Central Committee of CPSU']
Q1642753,"['University of Turin', 'Pontifical Bolivarian University']"
Q559012,['Netherlands Film Academy']
Q1066454,['University of Toronto']
Q942858,['National Film School in Łódź']
Q457402,"['University of Paris (1896-1968)', 'Colegio Nacional de Buenos Aires']"
Q198026,"['Tsinghua University', 'Beijing University of Chemical Technology']"
Q559208,['Tel Aviv University']
Q416794,['University of Tehran']
Q111956,['Vienna University of Economics and Business']
Q2612563,"['American University of Beirut', 'Damascus University']"
Q727926,['University of Physical Education in Wrocław']
Q381748,"['Warwick Business School', 'The Wharton School', 'University of Mumbai']"
Q715330,['Lingnan University']
Q468271,['Academy of Performing Arts in Bratislava']
Q365374,['Georgetown University']
Q270580,['Eduardo Mondlane University']
Q152052,"['Forman Christian College', 'Government College University', 'University of the Punjab']"
Q18113,['Northwest University']
Q735699,['Tashkent Institute of Irrigation and Melioration']
Q263613,['Aranui High School']
Q1418232,['University of Buenos Aires']
Q3511511,['La Fémis']
Q112637,['Ernst Busch Academy of Dramatic Arts']
Q4408686,['Facultad de Filosofía y Letras de la Universidad de Buenos Aires']
Q962572,['University of Calcutta']
Q268821,['Leiden University']
Q293434,"['Pontifical Lateran University', 'University of Innsbruck', 'Salesian Pontifical University']"
Q299463,['Georgian State University of Subtropical Agriculture']
Q447946,['Moscow Conservatory']
Q630736,['University of Calcutta']
Q1382392,['Sibelius Academy']
