Q28373211,['Gerasimov Institute of Cinematography']
Q42800040,['University of Zambia']
Q43385709,['Sir George Williams University']
Q28722428,['Belarusian State University']
Q27733126,"['Belarusian State Agrarian Technical University', 'Belarusian State University']"
Q28377736,['University of Hull']
Q28113018,['Somali National University']
Q4249815,"['Belarusian State Academy of Communications', 'Faculty of physics of Belarusian State University', 'Belarusian State University']"
Q28966882,['Georgetown University']
Q15066112,['']
Q6895205,['University of Toulouse (1966-1969)']
Q7612385,"['University College London', 'University of Malawi']"
Q4794500,['Graduate Institute of International and Development Studies']
Q16641280,['Belarusian State Academy of Arts']
Q42617645,['The Catholic University of America']
Q15065223,['Belarusian State Academy of Music']
Q7169784,['Wayne State University']
Q6288039,"['Morgan State University', 'University of Liberia']"
Q16270883,"[""Moscow University's Department of Philosophy""]"
Q13031581,"['Belorussian-Russian University', '']"
Q5304918,['University of Montenegro Faculty of Law']
Q16151601,"[""King's College London""]"
Q25999541,['Paris-Sorbonne University - Paris IV']
Q42574603,"['University of Washington', ""St. George's University School of Medicine"", 'The Chinese University of Hong Kong']"
Q6171113,"['University of Texas at Austin', 'National University of Rwanda']"
Q7799883,['University of Paris (1896-1968)']
Q5984490,['Fourah Bay College']
Q3024769,['Ecole Spéciale Militaire de Saint-Cyr']
Q42695594,['Catholic University of Eastern Africa']
Q30146077,['University of East Anglia']
Q23682335,['Royal College of Art']
Q12578862,['Peking University']
Q16149633,['Nancy-Université']
Q7931966,['University of Manchester']
Q46190459,['University of Nairobi']
Q30605121,['Azerbaijan State Oil and Industrial University']
Q27966492,['University of Kent']
Q12812869,['Istanbul University']
Q4252966,['Yerevan State University']
Q17320676,['Baku State University']
Q4821088,['Fuller Theological Seminary']
Q26251376,['Asbury University']
Q6891419,['University of Michigan']
Q4055885,['Abkhazian State University']
Q8065877,['Moscow State University']
Q6285917,['University of Dar es Salaam']
Q45321740,['Indiana University']
Q26465950,['University of Malawi']
Q9375493,['']
Q3155247,['École nationale supérieure des mines de Nancy']
Q55081394,['Lund University']
Q12546914,['Karaganda State Technical University']
Q4749133,['University of Auckland']
Q4496717,['National Polytechnic University of Armenia']
Q7336047,['University of the South Pacific']
Q4282456,['Saint Petersburg State Theatre Arts Academy']
Q7455942,"['University of East Anglia', 'University of Baghdad']"
Q59535771,"['Gymnasium Bludenz', 'University of Innsbruck']"
Q6946691,"['University of Medicine 1, Yangon']"
Q20384844,['University of Aden']
Q20510224,['Armenian State Pedagogical University']
Q12729227,['Moldova State University']
Q5516944,['Panthéon-Assas University']
Q6276975,"['George Washington University', 'Columbia University', 'Yale University', 'School of International and Public Affairs, Columbia University']"
Q16371685,['Azerbaijan Technical University']
Q6799621,"['Hult International Business School', 'University of Burundi']"
Q27956337,"[""Queen's College"", ""University of St. Michael's College"", 'Columbia University Graduate School of Journalism', 'University of Toronto']"
Q5534109,"['Emmanuel College', 'University of Cape Town']"
Q12770719,['University of Pavol Jozef Šafárik']
Q16107085,"[""King's College London""]"
Q23020315,"['University of Medicine 1, Yangon']"
Q9310436,['Kim Il-sung University']
Q18685757,['University of Wales']
Q28870325,['Mimar Sinan Fine Arts University']
Q56222650,"[""École nationale d'administration"", 'University of Paris VI: Pierre-and-Marie-Curie University']"
Q29512805,['University of Khartoum']
Q5171542,['Codrington College']
Q4891780,['Addis Ababa University']
Q11043121,['Ss. Cyril and Methodius University of Skopje']
Q6212038,['Njala University']
Q2900693,['University of Delhi']
Q21281613,['National School of Arts in Dakar']
Q16015881,['University of the West Indies']
Q29862015,['University of Papua New Guinea']
Q20891936,['Kyrgyz National University']
Q36070326,['Free University of Brussels']
Q20510203,"['Terlemezyan state college of fine arts', 'Yerevan State Institute of Fine Arts and Theater']"
Q2829852,['ESAG Penninghen']
Q24006698,['University of Malawi']
Q16019437,['Uganda Senior Command and Staff College']
Q13033475,['Belarusian State Academy of Arts']
Q7666005,['Cheikh Anta Diop University']
Q3318355,"['Boston University', 'University of Vermont']"
Q5443712,['University of Belgrade Faculty of Law']
Q19687590,['Tbilisi State University']
Q6385560,['University of Conakry']
Q28124175,['University of Lisbon']
Q13028237,"['', 'Philological faculty of BSU']"
Q6075738,['University of Oregon']
Q5019314,['University of Washington']
Q27103487,['University of Latvia']
Q47604108,['University of Ljubljana']
Q4724715,['Colorado State University–Pueblo']
Q4738228,['University of Miami']
Q6689633,['University of Essex']
Q55616326,['Defence Services Academy']
Q6401660,['University of Yangon']
Q16374393,['Tbilisi State University']
Q6891341,"['Cardiff University', 'University of Wales']"
Q27865883,['Mohammed V University']
Q47493703,['Georgian Technical University']
Q13033128,['Philological faculty of BSU']
Q11725940,['Riga Technical University']
Q5684163,['University of Malawi']
Q42578771,['Moscow State University']
Q27924725,['University of Toulouse (1966-1969)']
Q5543548,['University of London']
Q27130928,['Konstfack']
Q19185098,['Kyrgyz National University']
Q7408134,['Magburaka Technical Institute']
Q48728938,['University of Khartoum']
Q16119465,"[""Sana'a University""]"
Q18935498,['Naval Submarine High School']
Q4363348,['Turkmen State Institute of Architecture and Construction']
Q21196994,['University of Bologna']
Q28950413,['United States Army War College']
Q12578243,['Kazakh National Medical University']
Q13518411,['Tajik National University']
Q7089765,['University of Tripoli']
Q3021063,['Mohammed V University at Agdal']
Q12800786,['University of Ljubljana']
Q20053048,['Ss. Cyril and Methodius University of Skopje']
Q6363125,['Cheikh Anta Diop University']
Q27554925,['University of Nice Sophia-Antipolis']
Q12546599,['Admiral Makarov State University of Maritime and Inland Shipping']
Q23023534,"['University of Dental Medicine, Yangon']"
Q6292485,['University of Lisbon']
Q3572978,['Marien Ngouabi University']
Q16166363,['']
Q21997858,['University of Zambia']
Q4664947,['Cornell University']
Q19609572,['Saint Joseph University']
Q42577277,"['University of Hawaii', 'University of Papua New Guinea']"
Q12579297,['Saint Petersburg State Institute of Technology']
Q12607825,['Kyunggi High School']
Q16375930,['Tbilisi State University']
Q19544756,['Universiteti i Prishtinës']
Q6862599,['University of Yangon']
Q4496832,['Abkhazian State University']
Q15993333,['University of the Western Cape']
Q16626175,['Kyrgyz National University']
Q7493280,"[""King's College London"", 'Fourah Bay College']"
Q16192720,"['Australian National University', 'University of East Anglia']"
Q13403702,['Comenius University in Bratislava']
Q6687716,"['Boston College', 'College of the Holy Cross']"
Q27063254,"['University of Medicine 1, Yangon']"
Q6425369,['University of Lomé']
Q50737551,['Slovak University of Technology in Bratislava']
Q12864547,['Tbilisi State University']
Q12283100,['Ss. Cyril and Methodius University of Skopje']
Q16189410,['Istanbul University Faculty of Law']
Q23772453,"[""St. Stephen's College""]"
Q16269268,['Military Academy Belgrade']
Q57292554,['University of Miami']
Q12594370,['Kim Chaek University of Technology']
Q21698342,"['University of Nottingham', 'Society of the Sacred Mission']"
Q3457862,['Kabul University']
Q7403010,['University of the South Pacific']
Q4063271,['Moscow Architectural Institute']
Q12022541,['Mendel University Brno']
Q7801814,['University of Paris (1896-1968)']
Q23023510,"['University of Medicine 1, Yangon']"
Q15992910,['University of Zululand']
Q43196991,['Gerasimov Institute of Cinematography']
Q6963618,['University of the South Pacific']
Q16726870,"['Kim Il-sung University', '']"
Q23023627,"['University of Dental Medicine, Yangon']"
Q6390741,['California State University']
Q28354842,['']
Q15622401,"['All-Russian Academy of Foreign Trade', 'Belarusian State Economic University']"
Q20571419,['Tbilisi State University']
Q5596412,"['Roosevelt University', 'University of Wisconsin–Whitewater']"
Q41573619,['Uzbekistan State Institute of Arts and Culture']
Q23020611,['University of Calcutta']
Q14416492,['Selye János University']
Q16273012,['Odesa National Academy of Food Technologies']
Q6214128,['Lelean Memorial School']
Q8431946,['Minsk State Linguistic University']
Q18741084,['']
Q16366881,['Tbilisi State University']
Q639484,['Ss. Cyril and Methodius University of Skopje']
Q16588782,"['Victoria University of Wellington', 'University of the South Pacific', 'University of Bradford']"
Q17088233,['Al-Farabi Kazakh National University']
Q22918642,['Kazakh National Medical University']
Q12178900,['Cairo  University']
Q41186368,['Chelyabinsk State Pedagogical University']
Q12781446,['John Paul II Catholic University of Lublin']
Q6894524,['University of Khartoum']
Q5780505,['Stockholm University']
Q6134269,['University of Liberia']
Q9188546,['Kim Chaek University of Technology']
Q19916856,['Imperial Academy of Arts']
Q4495703,['Moscow State University']
Q12239951,['American University of Beirut']
Q639580,['Ss. Cyril and Methodius University of Skopje']
Q12727797,['Moscow State University']
Q56678273,['Mandalay University']
Q8060762,['Santa Clara University']
Q16150004,['Fourah Bay College']
Q15076224,"['National University of Theatre, Film and TV in Kiev']"
Q13420934,['Comenius University in Bratislava']
Q4519476,['Al-Farabi Kazakh National University']
Q2996190,['University of Barcelona']
Q4136050,['National University of Uzbekistan']
Q21094047,['Uman National University of Horticulture']
Q18524158,['University of Trieste']
Q20560620,['Tbilisi State University']
Q20014463,"['Eduardo Mondlane University', 'Stanford University']"
Q639558,['Ss. Cyril and Methodius University of Skopje']
Q12296543,['Ss. Cyril and Methodius University of Skopje']
Q602680,['Ss. Cyril and Methodius University of Skopje']
Q48955493,"[""Peoples' Friendship University of Russia""]"
Q12283346,['Ss. Cyril and Methodius University of Skopje']
Q56725379,"['University of Edinburgh', 'University of Massachusetts Amherst']"
Q48955396,"[""Peoples' Friendship University of Russia""]"
Q4225737,['Shota Rustaveli Theatre and Film University']
Q4133985,['Immanuel Kant Baltic Federal University']
Q25593390,['Tajik National University']
Q56193993,['Mixed Iraqi personnel college']
Q20556565,['Tbilisi State University']
Q4279784,['Kyrgyz Technical University']
Q639426,['Ss. Cyril and Methodius University of Skopje']
Q4205601,"['', 'Academy of Social Sciences of the  Central Committee of CPSU']"
Q18646332,['Academy of Music']
Q4084878,['Saratov State Technical University']
Q4075630,['']
Q47036093,['Faculty of Law at Comenius University in Bratislava']
Q4335624,['National University of Uzbekistan']
Q18521747,['Saint Petersburg Conservatory']
Q5274066,['University of Wisconsin–Madison']
Q16125323,"[""Sana'a University""]"
Q6089682,['Middle East Technical University']
Q54862368,"['University of Libya', 'Georgetown University', 'University of Wisconsin–Madison']"
Q29429378,['University of Nice Sophia-Antipolis']
Q30778142,"['Moldova State University', 'Maxim Gorky Literature Institute']"
Q16369753,['Tbilisi State University']
Q6059336,['Istanbul School of Medicine']
Q23706328,"['Northern Virginia Community College', 'American University', 'Stockholm University', 'Howard University', 'Georgetown University', 'Georgetown University', 'University of Maryland, Baltimore', 'Columbus University']"
Q55179554,"['Moldova State University', 'Maxim Gorky Literature Institute']"
Q2067233,['Leiden University']
Q18409516,['Al-Farabi Kazakh National University']
Q6065682,['Istanbul School of Medicine']
Q16121227,"[""Sana'a University""]"
Q26899002,"['Moldova State University', 'Moscow State University']"
Q6061755,['İstanbul Üniversitesi. Diş Hekimliği Fakültesi']
Q34521527,['Taras Shevchenko National University of Kyiv']
Q12597103,['Kim Il-sung University']
Q12211047,['Damascus University']
Q11309904,['M.V. Frunze Military Academy']
Q30076345,['Tbilisi State University']
Q12575544,"['Moscow State University of Economics, Statistics, and Informatics']"
Q4077646,['Tajik State Medical University']
Q24289831,['Bucharest Academy of Economic Studies']
Q6399685,['Harvard University']
Q3271528,['University of Burundi']
Q45965970,"['University of Havana', 'Central Connecticut State University']"
Q39439585,['Tokyo Metropolitan Komatsugawa High School']
Q3186396,['University of Lisbon']
Q57820590,['Universiteti i Prishtinës']
