wikidata_code_b,education
Q277129,"['Faculty of Humanities and Social Sciences, University of Zagreb']"
Q269045,['University of Perpignan - Via Domitia']
Q4709928,['Kowloon Technical School']
Q1393978,"['Mohammed V University', 'Pantheon-Sorbonne University']"
Q823491,"['National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""']"
Q27541581,['Sokoto State University']
Q7911409,"['Moscow State University', 'Moldova State University']"
Q335433,['University of Baghdad']
Q3494402,['Lycée Esteqlal']
Q1677830,['Marien Ngouabi University']
Q467389,['Immanuel Kant Baltic Federal University']
Q1131432,['University of Guam']
Q3318398,['Cheikh Anta Diop University']
Q1946582,['MSU Faculty of Journalism']
Q5638373,['Baku State University']
Q8351511,['National Taipei University of Technology']
Q6914286,['University of Dhaka']
Q4408662,['National Polytechnic University of Armenia']
Q7114490,['Harvard Business School']
Q2648928,['University of Santo Tomas']
Q524877,['University of Malta']
Q29261458,['The Catholic University of America']
Q16369257,['Azerbaijan University of Languages']
Q7108730,['Makerere University']
Q8272912,['Chung Shan Medical University']
Q339964,['Ecole Spéciale Militaire de Saint-Cyr']
Q936826,['University of Pristina']
Q14920414,['University of Tirana']
Q13053704,['Yerevan State University']
Q5849211,"['Autonomous University of Santo Domingo', 'National School of Fine Arts']"
Q1795168,"['Victoria University of Wellington', 'Christchurch College of Education']"
Q6874142,"['University of Economics, Prague']"
Q42307544,"['University of Dar es Salaam', 'Lund University', 'University of Warwick', ""Queen's University""]"
Q2108360,['University of Delhi']
Q12958460,['University of Belgrade']
Q6957702,['American University of Beirut']
Q7286178,"['Nalanda College', 'Ananda College']"
Q714110,['']
Q7799253,['American University of Beirut']
Q24572906,['University of Aleppo']
Q268497,['University of Belgrade Faculty of Philology']
Q3318374,['Mohamed I University']
Q725641,"['Faculty of Political Sciences, University of Belgrade']"
Q3229692,"['Université Laval', 'Northwestern University', 'University of British Columbia']"
Q6790901,['Makerere University']
Q1286743,['National Lyceum']
Q7909401,['University of Tirana']
Q6891623,['University of Tehran']
Q1995708,['Karaganda State Technical University']
Q2380073,['National Polytechnic University of Armenia']
Q8425912,"['The Chinese University of Hong Kong', 'University of California, Los Angeles']"
Q444691,['University of Auckland']
Q8064854,['University of North Sumatra']
Q2607345,['University of Nairobi']
Q579414,['University of Dhaka']
Q13059314,['University of Dhaka']
Q483054,['Eduardo Mondlane University']
Q7330085,"['Brasenose College', 'University of Canterbury']"
Q377856,['University of Urbino']
Q2836156,"['Lycée Lakanal', 'Paris-Sorbonne University - Paris IV', 'Pantheon-Sorbonne University', 'University of Paris III: Sorbonne Nouvelle', 'agrégation de philosophie']"
Q3125796,['University of London']
Q1441663,['University of Nairobi']
Q3319157,"['University of California, Davis', 'University of Tehran']"
Q3304251,"['Universiteti i Prishtinës', 'University of Pristina']"
Q6940052,['University of Kent']
Q4665594,['Pakistan Military Academy']
Q4669150,['University of Sydney']
Q2885588,['Xaverian High School']
Q6734632,"['University of Dhaka', 'Bangladesh University of Engineering and Technology']"
Q12491792,['Military Academy']
Q1708027,['Pontifical Ecclesiastical Academy']
Q13368253,['Academy of Performing Arts in Bratislava']
Q1295622,['Institut Catholique de Paris']
Q5555239,"['Colorado School of Mines', 'Stanford University', 'Harvard Business School']"
Q3126430,['National School of Administration (Algeria)']
Q17711206,"['Obafemi Awolowo University', 'University of Ibadan']"
Q8345693,['California College of the Arts']
Q6535790,['Yerevan State University']
Q4700831,['International Writing Program']
Q7404608,['University of Ouagadougou']
Q59479,['Ss. Cyril and Methodius University of Skopje']
Q19606359,['Mohammed V University']
Q1317025,['University of Ghana']
Q8049901,['Damascus University']
Q4477291,['Boris Shchukin Theatre Institute']
Q5070327,['Ng Wah Catholic Secondary School']
Q18759051,['University of Chittagong']
Q1046003,['Moscow State University']
Q7172546,"['Makerere University', 'University of Chicago']"
Q612292,"['Université Al Quaraouiyine', 'Mohammed V University']"
Q6109466,['Islamic University of Madinah']
Q387710,['Ateneo de Manila University']
Q6497623,"[""St. Paul's College"", 'University of Exeter', 'The Sir Robert Black College of Education', 'City University of Hong Kong']"
Q58080,"['San Diego State University', 'University of Hawaii', 'Union College']"
Q8350523,"['University of California, Santa Barbara']"
Q7585824,['University of Indonesia']
Q1507722,['University of Zambia']
Q7240207,['Ananda College']
Q17508062,['Wichita State University']
Q5442790,"['Harrow School', 'Pembroke College', 'School of Oriental and African Studies']"
Q3318806,"['Lycée Descartes', ""École spéciale des travaux publics, du bâtiment et de l'industrie"", 'Toulouse III University - Paul-Sabatier']"
Q9095298,['Higher University of San Andrés']
Q2389208,['National Polytechnic University of Armenia']
Q5993851,['University of Ljubljana']
Q3192376,['École normale supérieure (France)']
Q1268324,"['University of Windsor', 'Sir George Williams University']"
Q2820996,"['Institut National des Sciences Appliquées de Lyon', 'École des Ponts ParisTech']"
Q2896732,"['Bluffton University', 'Saint Francis University', 'Saint Louis University']"
Q9383574,"['Tribhuvan University', 'University of Delhi']"
Q13519265,"['Czech Technical University in Prague', '']"
Q3479550,['University of Bordeaux']
Q28949164,"['Saigon University', 'Griffith University']"
Q7272999,"['University of Paris (1896-1968)', 'Université de Montréal']"
Q18161102,['University of London']
Q24508,['Ryazan State Radio Engineering University']
Q12074235,['Voronezh State University']
Q16106240,['University of Dhaka']
Q3185006,['School for Advanced Studies in the Social Sciences']
Q4058895,['Russian Institute of Theatre Arts']
Q5361761,['Maxim Gorky Literature Institute']
Q12500074,['University of Indonesia']
Q2407586,['University of Bristol']
Q9250330,"['University of Belgrade Faculty of Philosophy', 'University of Pristina']"
Q16665494,"['Lovanium University', 'University of Liège']"
Q1856100,"['Academy of Social Sciences of the  Central Committee of CPSU', 'Al-Farabi Kazakh National University']"
Q16432985,['Moscow State University']
Q602814,"['Ateneo de Manila University', 'University of Wisconsin–Madison', 'University of the Philippines']"
Q42710410,['Cheikh Anta Diop University']
Q6152452,['University of Edinburgh']
Q4071877,['Cairo  University']
Q22004720,['North Carolina State University']
Q4893553,['University of Khartoum']
Q3078540,['Defence Services Academy']
Q28650390,['V. I. Lenin Military-Political Academy']
Q4160625,['Uzbekistan State Institute of Arts and Culture']
Q6309562,['National Autonomous University of Mexico']
Q4242570,['University of Tartu']
Q6222264,['University of Canterbury']
Q4837483,"['Texas A&M University', 'Obafemi Awolowo University']"
Q440403,['Anton de Kom University of Suriname']
Q3397286,['Ss. Cyril and Methodius University of Skopje']
Q17183100,['Duke University']
Q3066912,['Lycée Descartes']
Q3449692,['University of Belgrade Faculty of Philosophy']
Q12215978,['King Saud University']
Q2635847,"['Blagoveshchensk Higher Tank Command School', 'Ministry of the Interior Academy of the Republic of Belarus']"
Q4353562,['University of Tehran']
Q464255,['Williams College']
Q2227094,['University of London']
Q3154259,['Amirkabir University of Technology']
Q4944030,"['Georgetown University', 'University of the Philippines']"
Q28934198,['Bordeaux Montaigne University']
Q4295619,['Azerbaijan State University of Culture and Arts']
Q5892805,['Complutense University of Madrid']
Q330951,['Bowling Green State University']
Q15489258,['Marien Ngouabi University']
Q2888606,['University of El Salvador']
Q16982402,"['Institute of Medicine, Nepal', 'Rajshahi Medical College']"
Q5278077,"['Royal College, Colombo', 'University of Oregon', 'Nyenrode Business University']"
Q2865398,"['University of Orléans', 'Paris-Sorbonne University - Paris IV', 'Lovanium University']"
Q4895532,['Cheikh Anta Diop University']
Q1423301,"['Rider University', 'Pace University', 'University of Liberia']"
Q58236,"['University of Yaoundé', 'National School of Administration and Magistracy']"
Q24678,"['Kyrgyz Technical University', 'Russian Presidential Academy of National Economy and Public Administration']"
Q718319,['Pontifical Ecclesiastical Academy']
Q26857888,['University of São Paulo']
Q16388844,['Yerevan State University']
Q3594427,['University of Banja Luka']
Q7909153,['Colegio de San Juan de Letran']
Q12736657,['Maxim Gorky Literature Institute']
Q4778018,"['Government College University', 'University of Manchester']"
Q16352386,['University of Latvia']
Q7461296,"['University of Reading', 'University of Dhaka']"
Q16733931,"['University of Manchester', 'Maastricht University', 'University of Montpellier']"
Q22278580,['University of Dhaka']
Q4408661,['Yerevan State Linguistic University']
Q13054990,"['', 'Yerevan State Komitas Conservatory', 'Yerevan State Komitas Conservatory']"
Q3142072,['Tours University']
Q6743479,"['University of Paris (1896-1968)', 'Brandeis University']"
Q16669148,"['Cheikh Anta Diop University', 'French Civil Aviation University']"
Q5429568,['University of Indonesia']
Q12374189,"['Drama School at Estonian Academy of Music and Theatre', 'Estonian Academy of Music and Theatre']"
Q1386663,"['Stanford University', 'Charles University', 'Moscow State Institute of International Relations']"
Q16370733,['Tbilisi State University']
Q4530251,['University of Latvia']
Q1226949,['University of Salamanca']
Q1997361,['Pontifical Urbaniana University']
Q8064718,"['National College of Arts', 'Sindh Madrasatul Islam']"
Q13181120,"['University of Wales', 'Patna University']"
Q516526,"['University of Florida', 'Oklahoma State University–Stillwater']"
Q709982,"['Belarusian State Academy of Arts', '']"
Q2072531,['University of Costa Rica']
Q3612220,['Kim Il-sung University']
Q467259,['Mordovian State University']
Q7660271,['University of Dhaka']
Q3516539,['École Polytechnique']
Q317276,['Johns Hopkins University']
Q19895564,['Cheikh Anta Diop University']
Q5590968,['Makerere University']
Q23014894,['Oles Honchar Dnipro National University']
Q12118247,['Taras Shevchenko National University of Kyiv']
Q502864,"['Belarusian State Economic University', 'Moscow Aviation Institute']"
Q3739262,['University of Tartu']
Q80168,['Baku State University']
Q2991608,['Azerbaijan Technical University']
Q7602909,['University of Belgrade']
Q16117338,"['Raffles Institution', 'National University of Singapore']"
Q12897167,['University of Haiti']
Q536071,"['University of Paris (1896-1968)', 'Sciences Po']"
Q4165651,"['Princeton University', 'Georgetown University', 'Edmund A. Walsh School of Foreign Service']"
Q1985534,['Kazan Federal University']
Q6159897,['University of Nairobi']
Q8023642,['University of Yangon']
Q16376240,"['Baku Academy of Music', 'Saint Petersburg Conservatory']"
Q6003228,"['University of California, Berkeley College of Natural Resources']"
Q2112402,"['School of Oriental and African Studies', 'University of Zimbabwe']"
Q4178040,['University of Pavol Jozef Šafárik']
Q29512679,"['Harvard University', 'Harvard Law School', 'Massachusetts Institute of Technology']"
Q4054391,['Baku State University']
Q72064,['Ss. Cyril and Methodius University of Skopje']
Q4172903,['Chernivtsi University']
Q6550039,['Newcastle University']
Q7916624,['Moscow Aviation Institute']
Q5686760,['National Polytechnic University of Armenia']
Q5833443,['University of Panama']
Q48907809,"['Lelean Memorial School', 'Victoria University of Wellington', 'Macquarie University', 'Macquarie University', 'University of Sydney', 'Australian National University', 'University of Oxford']"
Q24666,['Kyrgyz Technical University']
Q7179096,['Conservatoire de musique du Québec à Québec']
Q829940,['Moscow State University of Civil Engineering']
Q6831555,"['University of Cambridge', 'Victoria University of Wellington', 'University of Auckland']"
Q13059609,['University of Dhaka']
Q4308156,['Khujand State University']
Q26258811,['University of Cuenca']
Q6524838,['University of Arts (Albania)']
Q7403846,"[""St. Anthony's High School""]"
Q7065106,['Azerbaijan University of Languages']
Q3729350,['National University of Asuncion']
Q6135999,['University of Auckland']
Q5444277,"['Uppsala University', 'Stockholm University', 'University of Baghdad']"
Q7659442,['Gadjah Mada University']
Q3435991,['National Polytechnic University of Armenia']
Q16105972,"['Sciences Po', 'University of Bordeaux']"
Q5111980,['University of Oregon']
Q1393996,['University of Zurich']
Q8044004,['University of Tirana']
Q1108411,['Massey University']
Q7851270,['Imperial Academy of Arts']
Q1935766,['Pontifical Lateran University']
Q13055123,"['', 'Musical College after Romanos Melikyan', 'Yerevan State Komitas Conservatory']"
Q8273898,"['National Taiwan University', 'Columbia University', 'University of Virginia']"
Q4665232,"[""St Antony's College""]"
Q23887628,"['Massachusetts Institute of Technology', 'National Taiwan Normal University']"
Q732530,['Baku State University']
Q2228538,"['University of Kinshasa', 'Université catholique de Louvain']"
Q15925685,['Benghazi Military University Academy']
Q7166568,['University of St. La Salle']
Q24758588,"['University of Malta', 'Pontifical Lateran University']"
Q1395844,['University of Namibia']
Q8050502,['Université de Montréal']
Q444162,['University of Benghazi']
Q1951883,"['University of California, Santa Barbara']"
Q1441372,"['Makerere University', 'University of Dar es Salaam']"
Q3519491,['University of Hassan II Casablanca Ain Chok']
Q6165147,"['University of the Punjab', 'University of Western Australia']"
Q5954857,"['University of Costa Rica', 'Stony Brook University']"
Q2748755,['Francisk Skorina Gomel State University']
Q1727241,['Pontifical Gregorian University']
Q13054450,['Gevorkian Theological Seminary']
Q17485808,['University of Benghazi']
Q2072843,['Donetsk National Technical University']
Q56117607,"['École des Beaux-Arts', 'Damascus University']"
Q4067550,['Grekov Odessa Art school']
Q5186374,['University of Santo Tomas']
Q890622,['Moscow Conservatory']
Q5325754,['Lafayette College']
Q1598789,['National and Kapodistrian University of Athens']
Q3479205,['Lille school of journalism - École supérieure de journalisme de Lille']
Q4722038,['Institut des hautes études cinématographiques']
Q7631787,['University of Dhaka']
Q7279546,['Institut Teknologi Bandung']
Q6932973,"['University of Dar es Salaam', 'School of Oriental and African Studies']"
Q3051483,"['University of Botswana', 'National University of Lesotho', 'University of Swaziland']"
Q19921375,"['University of Hawaii', 'University of Guam']"
Q527123,['Kazakh National Agrarian University']
Q4292056,['Moscow Theological Academy']
Q1500274,"['Colorado State University', 'Mansoura University']"
Q6065765,['Punjab University Law College']
Q11333427,"['Otepää High School', 'University of Tartu']"
Q57886,['Ankara Üniversitesi. Ziraat Fakültesi']
Q5348222,"['Faculty of Science, University of Zagreb', 'University of Ljubljana']"
Q16192933,"['Birzeit University', 'University of Sussex']"
Q4281187,['University of Isfahan']
Q817632,"['Institut Catholique de Paris', 'University of Fribourg']"
Q29239480,['Marien Ngouabi University']
Q3846833,['National Taiwan University']
Q1065479,['University of Bangui']
Q5667127,['Pontificia Universidad Católica del Ecuador']
Q12247920,['Alexandria University']
Q2821009,['University of Pennsylvania']
Q4893369,"['University of Oregon', 'University of California, Berkeley', 'University of California, Irvine']"
Q6759629,['Juilliard School']
